bike,year,category,displacement_ccm,engine_cylinder,power_hp,seat_height_mm,dry_weight_kg
Harley-Davidson dyna switchback,2015,Touring,1,0,1,0,0
Harley-Davidson street glide special,2015,Touring,1,0,1,0,0
Harley-Davidson cvo limited,2015,Touring,1,0,1,0,0
Bmw k 1600 gtl,2015,Touring,1,1,1,0,0
Harley-Davidson electra glide ultra limited low,2015,Touring,1,0,1,0,0
Bmw k 1600 gt,2015,Touring,1,1,1,0,0
Harley-Davidson electra glide ultra limited,2015,Touring,1,0,1,0,0
Triumph tiger explorer,2016,Allround,1,1,1,1,0
Zontes mantis 125,2016,Allround,0,0,0,0,0
Ajs eco-3,2016,Allround,0,0,0,0,0
Lexmoto zsb 125,2016,Allround,0,0,0,0,0
Lexmoto michigan 125,2016,Allround,0,0,0,0,0
Lexmoto arizona 125,2016,Allround,0,0,0,0,0
Honda 400x,2016,Allround,0,0,0,0,0
Honda ape 100,2016,Allround,0,0,0,0,0
Hanway raw 50,2016,Allround,0,0,0,0,0
Hanway raw 125,2016,Allround,0,0,0,0,0
Suzuki grass tracker big boy,2016,Allround,0,0,0,0,0
Honda ftr,2016,Allround,0,0,0,0,0
Mash cafe racer 125,2016,Allround,0,0,0,0,0
Mash cafe racer 250 black edition,2016,Allround,0,0,0,0,0
Aprilia mana 850 gt,2016,Allround,1,0,1,0,0
Mash scrambler 125,2016,Allround,0,0,0,0,0
Mash scrambler 400,2016,Allround,0,0,0,0,0
Sommer diesel 462,2016,Allround,0,1,0,0,0
Mash seventy 125,2016,Allround,0,0,0,0,0
Mash seventy five 125,2016,Allround,0,0,0,0,0
Mash two fifty,2016,Allround,0,0,0,0,0
Ducati multistrada 1200 s d-air,2016,Allround,1,0,1,1,0
Ice Bear 150-19n trike,2016,Allround,0,0,0,0,0
Ice Bear ace 50 trike,2016,Allround,0,0,0,0,0
Ice Bear elf 50 trike,2016,Allround,0,0,0,0,0
Ice Bear hawk 150 trike,2016,Allround,0,0,0,1,0
Ice Bear mojo 150 trike,2016,Allround,0,0,0,1,0
Ice Bear mojo 50 trike,2016,Allround,0,0,0,1,0
Ice Bear pluto 50 trike,2016,Allround,0,0,0,0,0
Ice Bear pst50-19n trike,2016,Allround,0,0,0,0,0
Ice Bear q6 50 trike,2016,Allround,0,0,0,0,0
Ice Bear viking 150 trike,2016,Allround,0,0,0,0,0
Triumph tiger sport,2016,Allround,1,1,1,1,0
Triumph tiger explorer xrx,2016,Allround,1,1,1,1,0
Triumph tiger explorer xrt,2016,Allround,1,1,1,1,0
Triumph tiger explorer xr,2016,Allround,1,1,1,1,0
Triumph tiger explorer xcx,2016,Allround,1,1,1,1,0
Triumph tiger explorer xca,2016,Allround,1,1,1,1,0
Triumph tiger explorer xc,2016,Allround,1,1,1,1,0
Ktm 1290 super adventure,2016,Allround,1,0,1,1,0
Ducati multistrada 1200,2016,Allround,1,0,1,1,0
Ktm 1050 adventure,2016,Allround,1,0,1,1,0
Bmw r 1200 rs,2016,Allround,1,1,1,1,0
Ducati multistrada 1200 pikes peak,2016,Allround,1,0,1,1,0
Ktm 1190 adventure,2016,Allround,1,0,1,1,0
Ktm 1190 adventure r,2016,Allround,1,0,1,1,0
Kawasaki zrx1200 daeg,2016,Allround,1,1,1,0,0
Ducati multistrada 1200 s,2016,Allround,1,0,1,1,0
Di Blasi express 50,2016,Allround,0,1,0,0,0
Bennche gray wolf 500,2016,ATV,0,0,0,1,0
Bennche gray wolf 700,2016,ATV,1,0,0,1,0
Cf Moto cforce 800 25th,2016,ATV,1,0,0,1,0
Cf Moto cforce 550,2016,ATV,0,0,0,1,0
Cf Moto cforce 450,2016,ATV,0,0,0,0,0
Ice Bear pah110-2,2016,ATV,0,0,0,0,0
Cf Moto cforce 800 classic,2016,ATV,1,0,0,1,0
Cleveland ace standard,2016,Classic,0,0,0,0,0
Triumph thruxton 1200,2016,Classic,1,0,1,0,0
Ural dark force,2016,Classic,1,1,0,0,0
Herald classic 250,2016,Classic,0,0,0,0,0
Herald classic 125,2016,Classic,0,0,0,0,0
Ural ct,2016,Classic,1,1,0,0,0
Triumph bonneville,2016,Classic,1,0,0,0,0
Ural cross twd,2016,Classic,1,1,0,0,0
Norton commando 961 sport mk ii,2016,Classic,1,0,1,0,0
Ural cross,2016,Classic,1,1,0,0,0
Cleveland ace scrambler,2016,Classic,0,0,0,0,0
Norton commando 961 sf mk ii,2016,Classic,1,0,1,0,0
Herald vagabond 250,2016,Classic,0,0,0,0,0
Triumph bonneville t214,2016,Classic,1,0,0,0,0
Kikker 5150 hardknock,2016,Classic,0,0,0,0,0
Fb Mondial hipster 250,2016,Classic,0,0,0,0,0
Herald nomad 250,2016,Classic,0,0,0,0,0
Ural gear up,2016,Classic,1,1,0,0,0
Ural ranger,2016,Classic,1,1,0,0,0
Triumph thruxton 1200 r,2016,Classic,1,0,1,0,0
Herald roamer 250,2016,Classic,0,0,0,0,0
Ural scrambler,2016,Classic,1,1,0,0,0
Ural retro,2016,Classic,1,1,0,0,0
Moto Guzzi eldorado,2016,Classic,1,0,1,0,0
Ural t twd,2016,Classic,1,1,0,0,0
Norton commando 961 cafe racer mk ii,2016,Classic,1,0,1,0,0
Herald rambler 250,2016,Classic,0,0,0,0,0
Ural m70,2016,Classic,1,1,0,0,0
Ural tourist,2016,Classic,1,1,0,0,0
Triumph thruxton,2016,Classic,1,0,0,1,0
Norton dominator,2016,Classic,1,0,1,0,0
Moto Guzzi v7 ii stone abs,2016,Classic,1,0,0,0,0
Triumph scrambler,2016,Classic,1,0,0,1,0
Cleveland ace deluxe,2016,Classic,0,0,0,0,0
Cleveland ace cafe,2016,Classic,0,0,0,0,0
Horex vr6 classic,2016,Classic,1,1,1,0,0
Ural sportsman,2016,Classic,1,1,0,0,0
Black Douglas countryman deluxe 250,2016,Classic,0,0,0,1,0
Ural patrol,2016,Classic,1,1,0,0,0
Motors Europe fx200,2016,Cross / motocross,0,0,0,1,0
Motors Europe rx250r,2016,Cross / motocross,0,0,0,1,0
Motors Europe mx4 pro,2016,Cross / motocross,0,0,0,0,0
Husqvarna fc 250,2016,Cross / motocross,0,0,0,1,0
Motors Europe fx250,2016,Cross / motocross,0,0,0,1,0
Motors Europe fx150,2016,Cross / motocross,0,0,0,1,0
Motors Europe fx125x,2016,Cross / motocross,0,0,0,1,0
Husqvarna fc 350,2016,Cross / motocross,0,0,0,1,0
Motors Europe rx250,2016,Cross / motocross,0,0,0,1,0
Husqvarna fc 450,2016,Cross / motocross,0,0,0,1,0
Motors Europe mx4,2016,Cross / motocross,0,0,0,0,0
Ajs daytona 125,2016,Custom / cruiser,0,0,0,0,0
Triumph rocket iii roadster,2016,Custom / cruiser,1,1,1,0,0
Suzuki intruder classic 400,2016,Custom / cruiser,0,0,0,0,0
Atk gv250,2016,Custom / cruiser,0,0,0,0,0
Honda vt1300cx,2016,Custom / cruiser,1,0,0,0,0
Df Motor 250 outlaw chopper,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson sportster 1200 custom,2016,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster forty-eight,2016,Custom / cruiser,1,0,0,0,0
Boss Hoss bhc-9 truck trike,2016,Custom / cruiser,1,1,1,0,0
Triumph america,2016,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster forty-eight dark custom,2016,Custom / cruiser,1,0,0,0,0
Harley-Davidson softail slim s,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail deluxe,2016,Custom / cruiser,1,0,1,0,0
Boss Hoss bhc-9 chevy trike,2016,Custom / cruiser,1,1,1,0,0
Harley-Davidson sportster iron 883,2016,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster iron 883 dark custom,2016,Custom / cruiser,1,0,0,0,0
Indian scout,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson sportster seventy-two,2016,Custom / cruiser,1,0,0,0,0
Boss Hoss bhc-3 ls3 ss,2016,Custom / cruiser,1,1,1,0,0
Harley-Davidson sportster seventy-two dark custom,2016,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster superlow,2016,Custom / cruiser,1,0,0,0,0
Indian scout sixty,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson fat boy s,2016,Custom / cruiser,1,0,1,0,0
Ice Bear road warrrior 250 trike,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson street 750 dark custom,2016,Custom / cruiser,1,0,0,0,0
Keeway superlight 200,2016,Custom / cruiser,0,0,0,0,0
Df Motor 250 bubba chopper,2016,Custom / cruiser,0,0,0,0,0
Triumph thunderbird commander,2016,Custom / cruiser,1,0,1,0,0
Triumph thunderbird,2016,Custom / cruiser,1,0,1,0,0
Ajs eos 125,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson v-rod muscle,2016,Custom / cruiser,1,0,1,0,0
Keeway superlight 125 limited,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson dyna wide glide,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna street bob dark custom,2016,Custom / cruiser,1,0,1,0,0
Suzuki boulevard 400,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson dyna street bob,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna low rider,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna fat bob,2016,Custom / cruiser,1,0,1,0,0
Veli vl250 kn,2016,Custom / cruiser,0,0,0,0,0
Suzuki intruder m1800r,2016,Custom / cruiser,1,0,1,0,0
Hyosung st7 d,2016,Custom / cruiser,1,0,1,0,0
Triumph thunderbird storm,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail slim,2016,Custom / cruiser,1,0,1,0,0
Keeway blackster 250 efi,2016,Custom / cruiser,0,0,0,0,0
Kymco venox 250i,2016,Custom / cruiser,0,0,0,0,0
Ajs dd 125e-8,2016,Custom / cruiser,0,0,0,0,0
Hyosung st7,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail fat boy special,2016,Custom / cruiser,1,0,1,0,0
Ajs bobber 125,2016,Custom / cruiser,0,0,0,0,0
Triumph speedmaster,2016,Custom / cruiser,1,0,0,0,0
Triumph thunderbird nightstorm,2016,Custom / cruiser,1,0,1,0,0
Keeway superlight 125 standard,2016,Custom / cruiser,0,0,0,0,0
Dafra horizon 250,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson 1200 custom limited edition b,2016,Custom / cruiser,1,0,0,0,0
Harley-Davidson 1200 custom limited edition a,2016,Custom / cruiser,1,0,0,0,0
Atk gv650,2016,Custom / cruiser,1,0,1,0,0
Suzuki intruder m1800rbz b o s s,2016,Custom / cruiser,1,0,1,0,0
Victory hammer s,2016,Custom / cruiser,1,0,1,0,0
Daelim daystar 250,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson softail fat boy,2016,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail breakout,2016,Custom / cruiser,1,0,1,0,0
Hyosung gv250,2016,Custom / cruiser,0,0,0,0,0
Harley-Davidson freewheeler,2016,Custom / cruiser,1,0,1,0,0
Hyosung gv650p,2016,Custom / cruiser,1,0,1,0,0
Xmotos xz250r,2016,Enduro / offroad,0,0,0,1,0
Qlink db 250,2016,Enduro / offroad,0,0,0,1,0
Bmw f 800 gs adventure,2016,Enduro / offroad,1,0,1,1,0
Orion supra 110,2016,Enduro / offroad,0,0,0,0,0
Rokon trail-breaker,2016,Enduro / offroad,0,0,0,0,0
Ktm 350 exc-f six days,2016,Enduro / offroad,0,0,0,1,0
Rieju marathon 125 pro,2016,Enduro / offroad,0,0,0,1,0
Ducati multistrada 1200 enduro,2016,Enduro / offroad,1,0,1,1,0
Bmw f 700 gs,2016,Enduro / offroad,1,0,0,1,0
Bmw r 1200 gs adventure,2016,Enduro / offroad,1,1,1,1,0
Keeway tx2,2016,Enduro / offroad,0,0,0,1,0
Ktm 690 enduro r,2016,Enduro / offroad,1,0,0,1,0
Rokon scout,2016,Enduro / offroad,0,0,0,0,0
California Scooter tt250,2016,Enduro / offroad,0,0,0,1,0
Derbi terra adventure 125,2016,Enduro / offroad,0,0,0,1,0
Cleveland fxr,2016,Enduro / offroad,0,0,0,1,0
Keeway tx 125 enduro,2016,Enduro / offroad,0,0,0,1,0
Xmotos xzp250w,2016,Enduro / offroad,0,0,0,1,0
Bimota dbx,2016,Enduro / offroad,1,0,1,1,0
Gas Gas ec cami 250,2016,Enduro / offroad,0,0,0,1,0
Orion gazelle,2016,Enduro / offroad,0,0,0,0,0
Bmw f 800 gs,2016,Enduro / offroad,1,0,1,1,0
Orion jaguar,2016,Enduro / offroad,0,0,0,1,0
Orion mini jaguar,2016,Enduro / offroad,0,0,0,1,0
Cleveland fxx,2016,Enduro / offroad,0,0,0,1,0
Cleveland hooligun 450x,2016,Enduro / offroad,0,0,0,1,0
Orion rx 250,2016,Enduro / offroad,0,0,0,1,0
Bmw g 650 gs,2016,Enduro / offroad,1,0,0,0,0
Orion kiddy,2016,"Minibike, cross",0,0,0,0,0
Motors Europe mx3,2016,"Minibike, cross",0,0,0,0,0
Motors Europe mx2,2016,"Minibike, cross",0,0,0,0,0
Skyteam cobra,2016,"Minibike, cross",0,0,0,0,0
Ice Bear monkey blade,2016,"Minibike, cross",0,0,0,0,0
Skyteam skymax-pro,2016,"Minibike, cross",0,0,0,0,0
Skyteam v-raptor,2016,"Minibike, sport",0,0,0,0,0
Polini 911 s air 6.2 hp,2016,"Minibike, sport",0,0,0,0,0
Kawasaki ksr pro,2016,"Minibike, sport",0,0,0,0,0
Ducati monster 1200,2016,Naked bike,1,0,1,0,0
Mv Agusta dragster 800,2016,Naked bike,1,1,1,0,0
Triumph street triple r,2016,Naked bike,1,1,1,1,0
Aprilia shiver 750 abs,2016,Naked bike,1,0,1,0,0
Megelli naked 250s,2016,Naked bike,0,0,0,0,0
Ktm 690 duke r,2016,Naked bike,1,0,0,1,0
Ktm 690 duke,2016,Naked bike,1,0,0,1,0
Benelli bn 600 i,2016,Naked bike,1,1,1,0,0
Benelli tnt 1130 r,2016,Naked bike,1,1,1,1,0
Bmw f 800 r,2016,Naked bike,1,0,1,0,0
Horex vr6 snowdance,2016,Naked bike,1,1,1,0,0
Ducati xdiavel s,2016,Naked bike,1,0,1,0,0
Horex vr6 silver edition,2016,Naked bike,1,1,1,0,0
Mv Agusta rivale 800,2016,Naked bike,1,1,1,1,0
Veli vl250gs rz,2016,Naked bike,0,0,0,0,0
Veli vl250gs-r,2016,Naked bike,0,0,0,0,0
Ducati xdiavel,2016,Naked bike,1,0,1,0,0
Ktm 250 duke,2016,Naked bike,0,0,0,0,0
Ktm 200 duke,2016,Naked bike,0,0,0,0,0
Triumph street triple,2016,Naked bike,1,1,1,0,0
Horex vr6 cafe racer,2016,Naked bike,1,1,1,0,0
Horex vr6 black edition,2016,Naked bike,1,1,1,0,0
Ducati monster 821,2016,Naked bike,1,0,1,0,0
Loncin cr5,2016,Naked bike,0,0,0,0,0
Ducati diavel carbon,2016,Naked bike,1,0,1,0,0
Honda vtr 250,2016,Naked bike,0,0,0,0,0
Bimota tesi3d 40th anniversary,2016,Naked bike,1,0,1,0,0
Bimota tesi3d,2016,Naked bike,1,0,1,0,0
Kymco k-pipe 125,2016,Naked bike,0,0,0,0,0
Mv Agusta brutale 1090 rr,2016,Naked bike,1,1,1,1,0
Ktm 125 duke,2016,Naked bike,0,0,0,0,0
Ducati monster 821 dark,2016,Naked bike,1,0,1,0,0
Bimota tesi 3d evo,2016,Naked bike,1,0,1,0,0
Ducati monster 821 stripe,2016,Naked bike,1,0,1,0,0
Cleveland misfit gen ii,2016,Naked bike,0,0,0,0,0
Ducati diavel,2016,Naked bike,1,0,1,0,0
Bimota impeto,2016,Naked bike,1,0,1,0,0
Yamaha mt-07 moto cage,2016,Naked bike,1,0,0,0,0
Mv Agusta f3 675 rc,2016,Naked bike,1,1,1,0,0
Bimota db9 brivido,2016,Naked bike,1,0,1,0,0
Keeway rkv 125,2016,Naked bike,0,0,0,0,0
Confederate x132 hellcat speedster,2016,Naked bike,1,0,1,0,0
Cr&S duu,2016,Naked bike,1,0,1,0,0
Mv Agusta brutale 675,2016,Naked bike,1,1,1,0,0
Bimota db9,2016,Naked bike,1,0,1,0,0
Cr&S vun,2016,Naked bike,1,0,0,0,0
Neander turbo-diesel,2016,Naked bike,1,1,1,0,0
Mv Agusta brutale 800,2016,Naked bike,1,1,1,1,0
Aprilia tuono v4 1100 factory,2016,Naked bike,1,1,1,1,0
Benelli bn 302,2016,Naked bike,0,0,0,0,0
Kymco quannon naked 125,2016,Naked bike,0,0,0,0,0
Honda cb500f,2016,Naked bike,0,0,0,0,0
Atk gt250,2016,Naked bike,0,0,0,0,0
Benelli tornado naked t,2016,Naked bike,0,0,0,0,0
Moto Guzzi audace,2016,Naked bike,1,0,1,0,0
Triumph speed 94,2016,Naked bike,1,1,1,1,0
Honda cb250f,2016,Naked bike,0,0,0,0,0
Triumph speed 94 r,2016,Naked bike,1,1,1,1,0
Triumph speed triple r,2016,Naked bike,1,1,1,1,0
Bimota bb3,2016,Naked bike,1,1,1,1,0
Mv Agusta dragster 800 rr lh44,2016,Naked bike,1,1,1,0,0
Ajs tn25 250,2016,Naked bike,0,0,0,1,0
Ajs tn 12,2016,Naked bike,0,0,0,1,0
Benelli bn 251,2016,Naked bike,0,0,0,0,0
Suzuki gsr 400 abs,2016,Naked bike,0,1,0,0,0
Mv Agusta dragster 800 rr,2016,Naked bike,1,1,1,0,0
Triumph street twin,2016,Naked bike,1,0,0,0,0
Lexmoto aspire 125,2016,Naked bike,0,0,0,0,0
Lexmoto assault 125,2016,Naked bike,0,0,0,0,0
Aprilia tuono v4 1100 rr,2016,Naked bike,1,1,1,1,0
Keeway rks 125,2016,Naked bike,0,0,0,0,0
Keeway rks 150 sport,2016,Naked bike,0,0,0,0,0
Harley-Davidson night rod special,2016,Naked bike,1,0,1,0,0
Lexmoto venom 125,2016,Naked bike,0,0,0,0,0
Lexmoto venom se 125,2016,Naked bike,0,0,0,0,0
Lexmoto zsf 125,2016,Naked bike,0,0,0,0,0
Triumph speed triple rx,2016,Naked bike,1,1,1,1,0
Ducati monster 1200 r,2016,Naked bike,1,0,1,1,0
Hyosung gt250p,2016,Naked bike,0,0,0,1,0
Ducati monster 1200 s,2016,Naked bike,1,0,1,0,0
Vyrus 986 m2,2016,Naked bike,1,0,1,1,0
Mv Agusta brutale 800 rr,2016,Naked bike,1,1,1,0,0
Triumph speed triple s,2016,Naked bike,1,1,1,1,0
Honda super cub concept,2016,Prototype / concept model,0,0,0,0,0
Mv Agusta f3 amg,2016,Prototype / concept model,1,1,1,0,0
Bintelli fury 150,2016,Scooter,0,0,0,0,0
Lexmoto verona 125,2016,Scooter,0,0,0,1,0
Znen heritage 150,2016,Scooter,0,0,0,0,0
Aprilia sr motard 50,2016,Scooter,0,0,0,0,0
Kymco people gt 300i,2016,Scooter,0,0,0,0,0
Linhai aeolus 260,2016,Scooter,0,0,0,0,0
Kymco dj 50 s,2016,Scooter,0,0,0,0,0
Motorino amore 150,2016,Scooter,0,0,0,0,0
Vento street rod,2016,Scooter,0,0,0,0,0
Motorino amore 50,2016,Scooter,0,0,0,0,0
Peugeot tweet evo 125,2016,Scooter,0,0,0,0,0
Znen v9 150,2016,Scooter,0,0,0,0,0
Vespa gts 300,2016,Scooter,0,0,0,0,0
Peugeot django 151,2016,Scooter,0,0,0,0,0
Vespa gts 300 super,2016,Scooter,0,0,0,0,0
Benelli pepe 50,2016,Scooter,0,0,0,0,0
Lexmoto dart 125,2016,Scooter,0,0,0,0,0
Lexmoto diablo 125,2016,Scooter,0,0,0,0,0
Tauris broadway 125,2016,Scooter,0,0,0,0,0
Lexmoto echo 50,2016,Scooter,0,0,0,1,0
Lexmoto fm 50,2016,Scooter,0,0,0,1,0
Keeway zahara 125,2016,Scooter,0,0,0,0,0
Lexmoto fmr 50,2016,Scooter,0,0,0,1,0
Lexmoto fms 125,2016,Scooter,0,0,0,0,0
Lexmoto fmx 125,2016,Scooter,0,0,0,0,0
Lexmoto matador 125,2016,Scooter,0,0,0,0,0
Peugeot speedfight  4,2016,Scooter,0,0,0,0,0
Over b1 50,2016,Scooter,0,0,0,0,0
Peugeot satelis evo 400,2016,Scooter,0,0,0,0,0
Yamaha cygnus x,2016,Scooter,0,0,0,0,0
Over b3 125,2016,Scooter,0,0,0,0,0
Nipponia arte 125,2016,Scooter,0,0,0,0,0
Kymco like 200i,2016,Scooter,0,0,0,0,0
Benelli zenzero 350,2016,Scooter,0,0,0,0,0
Honda sh125i,2016,Scooter,0,0,0,0,0
Nipponia ezio 50,2016,Scooter,0,0,0,0,0
Aprilia srv 850,2016,Scooter,1,0,1,0,0
Vento phantom zx,2016,Scooter,0,0,0,0,0
Znen zenking 150,2016,Scooter,0,0,0,0,0
Vento terra z,2016,Scooter,0,0,0,0,0
Peugeot kisbee 50,2016,Scooter,0,0,0,0,0
Suzuki lets,2016,Scooter,0,0,0,0,0
Lexmoto scout 49,2016,Scooter,0,0,0,0,0
Vespa gts 300 super sport,2016,Scooter,0,0,0,0,0
Lexmoto valencia 125,2016,Scooter,0,0,0,0,0
Honda vision,2016,Scooter,0,0,0,0,0
Keeway ry6 50 2t,2016,Scooter,0,0,0,0,0
Malaguti spidermax rs500,2016,Scooter,0,0,0,0,0
Suzuki skydrive 125,2016,Scooter,0,0,0,0,0
Lexmoto valencia 50,2016,Scooter,0,0,0,0,0
Keeway ry6,2016,Scooter,0,0,0,0,0
Gilera fuoco 500,2016,Scooter,0,0,0,0,0
Honda forza abs,2016,Scooter,0,0,0,0,0
Peugeot satelis evo 300,2016,Scooter,0,0,0,0,0
Peugeot django 125,2016,Scooter,0,0,0,0,0
Znen pathfinder 150,2016,Scooter,0,0,0,1,0
Honda forza 300,2016,Scooter,0,0,0,0,0
Suzuki skywave ss,2016,Scooter,0,0,0,0,0
Bmw c 650 gt,2016,Scooter,1,0,0,0,0
Peugeot satelis evo 125,2016,Scooter,0,0,0,0,0
Daelim aroma 125,2016,Scooter,0,0,0,0,0
Kymco downtown 300i,2016,Scooter,0,0,0,0,0
Motorino riviera 150,2016,Scooter,0,0,0,0,0
Motorino cassini 150,2016,Scooter,0,0,0,0,0
Nipponia vorrei 125,2016,Scooter,0,0,0,0,0
Daelim beagle 50,2016,Scooter,0,0,0,0,0
Daelim dart 125,2016,Scooter,0,0,0,0,0
Lexmoto vienna 125,2016,Scooter,0,0,0,0,0
Keeway silver blade 250efi,2016,Scooter,0,0,0,0,0
Over b3 50,2016,Scooter,0,0,0,0,0
Bmw c 650 sport,2016,Scooter,1,0,0,0,0
Peugeot kisbee 100,2016,Scooter,0,0,0,0,0
Suzuki burgman 125,2016,Scooter,0,0,0,0,0
Sachs madass 125,2016,Scooter,0,0,0,0,0
Daelim steezer,2016,Scooter,0,0,0,0,0
Kymco compagno 110i,2016,Scooter,0,0,0,0,0
Quadro 4,2016,Scooter,0,0,0,0,0
Daelim steezer s,2016,Scooter,0,0,0,0,0
Keeway target 125,2016,Scooter,0,0,0,0,0
Yamaha bws naked,2016,Scooter,0,0,0,0,0
Suzuki skywave 400 type s abs,2016,Scooter,0,0,0,0,0
Aprilia sr motard 125,2016,Scooter,0,0,0,0,0
Over thor 125,2016,Scooter,0,0,0,0,0
Suzuki skywave 400 limited abs,2016,Scooter,0,0,0,0,0
Kymco super 8 150r,2016,Scooter,0,0,0,0,0
Xingyue xy 300 t,2016,Scooter,0,0,0,0,0
Kymco super 8 50r,2016,Scooter,0,0,0,0,0
Piaggio mp3 500 sport,2016,Scooter,0,0,0,0,0
Benelli caffenero 125,2016,Scooter,0,0,0,0,0
Suzuki skywave 250 type s basic,2016,Scooter,0,0,0,0,0
Kymco super 8 50x,2016,Scooter,0,0,0,0,0
Piaggio fly 50 4v,2016,Scooter,0,0,0,0,0
Aprilia mojito 125,2016,Scooter,0,0,0,0,0
Piaggio bv 350 abs,2016,Scooter,0,0,0,0,0
Peugeot django s,2016,Scooter,0,0,0,0,0
Kymco agility 50,2016,Scooter,0,0,0,0,0
Aprilia sr 50 street,2016,Scooter,0,0,0,1,0
Ice Bear maddog 50,2016,Scooter,0,0,0,0,0
Keeway cityblade 150,2016,Scooter,0,0,0,0,0
Kymco xciting 500i abs,2016,Scooter,0,0,0,0,0
Benelli caffenero 150,2016,Scooter,0,0,0,0,0
Keeway cub 110,2016,Scooter,0,0,0,0,0
Peugeot metropolis,2016,Scooter,0,0,0,0,0
Znen sabertooth tiger 150,2016,Scooter,0,0,0,0,0
Benelli macis 125,2016,Scooter,0,0,0,0,0
Kymco agility 125,2016,Scooter,0,0,0,0,0
Benelli macis 150,2016,Scooter,0,0,0,0,0
Keeway hurricane 50 2t,2016,Scooter,0,0,0,0,0
Znen tbx 150,2016,Scooter,0,0,0,0,0
Yamaha vity,2016,Scooter,0,0,0,0,0
Tvs scooty pep,2016,Scooter,0,0,0,0,0
Tvs scooty zest 110,2016,Scooter,0,0,0,0,0
Peugeot vogue 50,2016,Scooter,0,0,0,0,0
Peugeot citystar 125,2016,Scooter,0,0,0,0,0
Znen tbx 260,2016,Scooter,0,0,0,0,0
Peugeot tweet evo 50,2016,Scooter,0,0,0,0,0
Suzuki skywave 250 type m,2016,Scooter,0,0,0,0,0
Kymco quannon 125,2016,Sport,0,0,0,0,0
Honda cb500x,2016,Sport,0,0,0,0,0
Atk gt650r,2016,Sport,1,0,1,1,0
Ducati 959 panigale,2016,Sport,1,0,1,1,0
Mv Agusta f4,2016,Sport,1,1,1,1,0
Ducati 1299 panigale,2016,Sport,1,0,1,1,0
Lexmoto zsx 125,2016,Sport,0,0,0,0,0
Tvs apache rtr 200 4v,2016,Sport,0,0,0,0,0
Bmw hp4,2016,Sport,1,1,1,1,0
Atk gt250r,2016,Sport,0,0,0,0,0
Honda cb400a,2016,Sport,0,1,0,0,0
Ktm rc 250,2016,Sport,0,0,0,1,0
Benelli tornado 302,2016,Sport,0,0,0,0,0
California Scooter rc3,2016,Sport,0,0,0,0,0
Bmw k 1300 s,2016,Sport,1,1,1,1,0
Aprilia rsv4 rr,2016,Sport,1,1,1,1,0
Suzuki hayabusa,2016,Sport,1,1,1,0,0
Megelli sport 250r,2016,Sport,0,0,0,0,0
Kymco ck1 125,2016,Sport,0,0,0,0,0
Bimota db8 sp,2016,Sport,1,0,1,0,0
Aurora hellfire v8,2016,Sport,1,1,1,1,0
Bimota db11,2016,Sport,1,0,1,0,0
Daelim vjf 250,2016,Sport,0,0,0,0,0
Ajs r7,2016,Sport,0,0,0,0,0
Triumph daytona 675 r,2016,Sport,1,1,1,1,0
Yamaha tzr50,2016,Sport,0,0,0,1,0
Bimota db8 oronero,2016,Sport,1,0,1,0,0
Derbi gpr 125,2016,Sport,0,0,0,0,0
Ktm rc 200,2016,Sport,0,0,0,1,0
Aprilia rsv4 rf,2016,Sport,1,1,1,1,0
Bmw s 1000 r,2016,Sport,1,1,1,1,0
Mv Agusta f4 rc,2016,Sport,1,1,1,1,0
Hyosung gt250rc,2016,Sport,0,0,0,1,0
Suzuki gixxer sf,2016,Sport,0,0,0,0,0
Bimota db5 r,2016,Sport,1,0,1,0,0
Bmw s 1000 xr,2016,Sport,1,1,1,1,0
Bimota db8,2016,Sport,1,0,1,0,0
Bmw s 1000 rr,2016,Sport,1,1,1,1,0
Mv Agusta f4 rr,2016,Sport,1,1,1,1,0
Ktm rc 390,2016,Sport,0,0,0,1,0
Mv Agusta f3 800,2016,Sport,1,1,1,0,0
Keeway rk 125,2016,Sport,0,0,0,0,0
Mv Agusta f3 800 ago,2016,Sport,1,1,1,0,0
Mv Agusta f3 800 rc,2016,Sport,1,1,1,0,0
Bimota db8 italia,2016,Sport,1,0,1,0,0
Suzuki gsr250s,2016,Sport,0,0,0,0,0
