bike,year,category,displacement_ccm,engine_cylinder,power_hp,seat_height_mm,dry_weight_kg
Hyosung gt250r,2016,Sport,0,0,0,1,0
Ducati panigale r,2016,Sport,1,0,1,1,0
Bimota db5,2016,Sport,1,0,1,0,0
Mv Agusta f3 675,2016,Sport,1,1,1,0,0
Tvs apache rtr 180 abs,2016,Sport,0,0,0,0,0
Suzuki hayabusa z,2016,Sport,1,1,1,0,0
Honda rc213v-s,2016,Sport,1,1,1,1,0
Ducati 1299 panigale s,2016,Sport,1,0,1,1,0
Ktm rc 125,2016,Sport,0,0,0,1,0
Triumph daytona 675,2016,Sport,1,1,1,1,0
Hyosung gt125 comet,2016,Sport,0,0,0,0,0
Moto Guzzi norge gt 8v,2016,Sport touring,1,0,1,0,0
Ducati hyperstrada 939,2016,Sport touring,1,0,1,0,0
Suzuki bandit 1250s abs,2016,Sport touring,1,1,1,0,0
Mv Agusta turismo veloce 800 lusso,2016,Sport touring,1,1,1,1,0
Mv Agusta turismo veloce 800,2016,Sport touring,1,1,1,1,0
Mv Agusta stradale 800,2016,Sport touring,1,1,1,1,0
Benelli bn 600 gt,2016,Sport touring,1,1,1,0,0
Benelli tre 1130 k,2016,Sport touring,1,1,1,1,0
Cleveland hooligun 450r,2016,Super motard,0,0,0,1,0
Kawasaki d-tracker,2016,Super motard,0,0,0,1,0
Triumph tiger 800 xrx low,2016,Super motard,1,1,1,0,0
Triumph tiger 800 xrx,2016,Super motard,1,1,1,0,0
Triumph tiger 800 xr,2016,Super motard,1,1,1,0,0
Husqvarna 701 supermoto,2016,Super motard,1,0,0,1,0
Aprilia dorsoduro 750 abs,2016,Super motard,1,0,1,1,0
Ajs jsm 50,2016,Super motard,0,0,0,1,0
Suzuki v-strom 650xt abs,2016,Super motard,1,0,0,1,0
Over tourer 250,2016,Super motard,0,0,0,0,0
Megelli motard 250m,2016,Super motard,0,0,0,1,0
Triumph tiger 800 xcx low,2016,Super motard,1,1,1,0,0
Suzuki v-strom 650 abs,2016,Super motard,1,0,0,1,0
Bimota db10 rd,2016,Super motard,1,0,1,0,0
Triumph tiger 800 xcx,2016,Super motard,1,1,1,1,0
Derbi senda drd 125 sm,2016,Super motard,0,0,0,1,0
Husqvarna fs 450,2016,Super motard,0,0,0,1,0
Triumph tiger 800 xc,2016,Super motard,1,1,1,1,0
Triumph tiger 800 xca,2016,Super motard,1,1,1,1,0
Ccm gp450,2016,Super motard,0,0,0,1,0
Triumph tiger 800 xrt,2016,Super motard,1,1,1,0,0
Ktm 690 smc r,2016,Super motard,1,0,0,1,0
Bimota dbx  1100,2016,Super motard,1,0,1,0,0
Benelli bx 250 motard,2016,Super motard,0,0,0,1,0
Qlink mt 250,2016,Super motard,0,0,0,1,0
Ducati hypermotard 939 sp,2016,Super motard,1,0,1,1,0
Xmotos x33md 125,2016,Super motard,0,0,0,1,0
Triumph thunderbird lt,2016,Touring,1,0,1,0,0
Can-Am spyder f3-t,2016,Touring,1,1,1,0,0
Can-Am spyder f3-s,2016,Touring,1,1,1,0,0
Triumph trophy se,2016,Touring,1,1,1,0,0
Harley-Davidson cvo street glide,2016,Touring,1,0,1,0,0
Harley-Davidson cvo road glide ultra,2016,Touring,1,0,1,0,0
Can-Am spyder f3 limited,2016,Touring,1,1,1,0,0
Harley-Davidson cvo limited,2016,Touring,1,0,1,0,0
Can-Am spyder f3,2016,Touring,1,1,1,0,0
Harley-Davidson road glide ultra,2016,Touring,1,0,1,0,0
Harley-Davidson sportster superlow  1200t,2016,Touring,1,0,0,0,0
Harley-Davidson road glide special,2016,Touring,1,0,1,0,0
Harley-Davidson road glide,2016,Touring,1,0,1,0,0
Harley-Davidson street glide,2016,Touring,1,0,1,0,0
Bmw r 1200 rt,2016,Touring,1,1,1,0,0
Harley-Davidson street glide special,2016,Touring,1,0,1,0,0
Can-Am spyder rt limited,2016,Touring,1,1,1,0,0
Can-Am spyder rt-s,2016,Touring,1,1,1,0,0
Harley-Davidson tri glide ultra,2016,Touring,1,0,1,0,0
Triumph america lt,2016,Touring,1,0,0,0,0
California Scooter rx-3,2016,Touring,0,0,0,0,0
Moto Guzzi california 1400 touring se,2016,Touring,1,0,1,0,0
Harley-Davidson ultra limited,2016,Touring,1,0,1,0,0
Harley-Davidson heritage softail classic,2016,Touring,1,0,0,0,0
Harley-Davidson electra glide ultra classic low,2016,Touring,1,0,1,0,0
Harley-Davidson ultra limited low,2016,Touring,1,0,1,0,0
Moto Guzzi california 1400 touring,2016,Touring,1,0,1,0,0
Bmw k 1600 gt,2016,Touring,1,1,1,0,0
Harley-Davidson road king classic,2016,Touring,1,0,1,0,0
Harley-Davidson electra glide ultra classic,2016,Touring,1,0,1,0,0
Ice Bear cyclone 150 trike,2016,Touring,0,0,0,0,0
Bmw k 1600 gtl,2016,Touring,1,1,1,0,0
Can-Am spyder st,2016,Touring,1,0,1,0,0
Bmw k 1600 gtl exclusive,2016,Touring,1,1,1,0,0
Can-Am spyder st limited,2016,Touring,1,0,1,0,0
Can-Am spyder st-s,2016,Touring,1,0,1,0,0
Harley-Davidson dyna switchback,2016,Touring,1,0,1,0,0
Ice Bear magnum 300 trike,2016,Touring,0,0,0,1,0
Ice Bear tornado 300 trike,2016,Touring,0,0,0,0,0
Ice Bear zodiac 300 trike,2016,Touring,0,0,0,1,0
Harley-Davidson road king,2016,Touring,1,0,1,0,0
Can-Am spyder rt,2016,Touring,1,1,1,0,0
Can-Am spyder rs,2016,Touring,1,0,1,0,0
Triumph tiger explorer xrx,2017,Allround,1,1,1,1,0
Triumph tiger explorer xrt,2017,Allround,1,1,1,1,0
Brudeli 654l,2017,Allround,1,0,0,1,0
Ktm 1090 adventure r,2017,Allround,1,0,1,1,0
Triumph tiger explorer xca,2017,Allround,1,1,1,1,0
Sinnis retrostar 250,2017,Allround,0,0,0,0,0
Yamaha sz-rr version 2,2017,Allround,0,0,0,0,0
Keeway city 150,2017,Allround,0,0,0,0,0
Ktm 1090 adventure,2017,Allround,1,0,1,1,0
Ducati multistrada 1200 s d air,2017,Allround,1,0,1,1,0
Yamaha saluto disk brake,2017,Allround,0,0,0,0,0
Ducati multistrada 1200 pikes peak,2017,Allround,1,0,1,1,0
Keeway ajax 150,2017,Allround,0,0,0,0,0
Mash black 7,2017,Allround,0,0,0,0,0
Triumph tiger explorer xrx low,2017,Allround,1,1,1,0,0
Herald cafe racer 250,2017,Allround,0,0,0,0,0
Kawasaki zrx1200 daeg,2017,Allround,1,1,1,0,0
Ducati multistrada 1200 s,2017,Allround,1,0,1,1,0
Sinnis cafe 125,2017,Allround,0,0,0,0,0
Ktm 1290 super adventure r,2017,Allround,1,0,1,1,0
Triumph tiger explorer xcx,2017,Allround,1,1,1,1,0
Sinnis max ii 125,2017,Allround,0,0,0,0,0
Herald flat tracker 250,2017,Allround,0,0,0,0,0
Triumph tiger explorer xcx low,2017,Allround,1,1,1,0,0
Triumph tiger explorer xr,2017,Allround,1,1,1,1,0
Sinnis trackstar 125,2017,Allround,0,0,0,0,0
Ktm 1290 super adventure s,2017,Allround,1,0,1,1,0
Yamaha saluto,2017,Allround,0,0,0,0,0
Ducati multistrada 950,2017,Allround,1,0,1,1,0
Wk rt 125 cafe,2017,Allround,0,0,0,0,0
Wk rt 125,2017,Allround,0,0,0,0,0
Ktm 1290 super adventure t,2017,Allround,1,0,1,1,0
Yamaha saluto rx,2017,Allround,0,0,0,0,0
Ducati multistrada 1200,2017,Allround,1,0,1,1,0
Jawa-Cz 660 sportard adenium,2017,Allround,1,0,0,1,0
Bennche gray wolf 700,2017,ATV,1,0,0,1,0
Polaris sportsman 570,2017,ATV,1,0,0,1,0
Polaris sportsman 850 sp,2017,ATV,1,0,1,1,0
Polaris sportsman 450 ho,2017,ATV,0,0,0,1,0
Kymco mxu 500 irs,2017,ATV,0,0,0,1,0
Polaris sportsman 570 sp,2017,ATV,1,0,0,1,0
Polaris sportsman xp 1000,2017,ATV,1,0,1,1,0
Polaris sportsman 850,2017,ATV,1,0,1,1,0
Kymco mxu 300 r,2017,ATV,0,0,0,0,0
Kymco mxu 150 rl,2017,ATV,0,0,0,0,0
Bennche gray wolf 500,2017,ATV,0,0,0,1,0
Herald roamer 250,2017,Classic,0,0,0,0,0
Herald vagabond 250,2017,Classic,0,0,0,0,0
Horex vr6 classic,2017,Classic,1,1,1,0,0
Moto Guzzi eldorado,2017,Classic,1,0,1,0,0
Ducati scrambler full throttle,2017,Classic,1,0,0,0,0
Ducati scrambler classic,2017,Classic,1,0,0,0,0
Ducati scrambler icon,2017,Classic,1,0,0,0,0
Herald classic 125,2017,Classic,0,0,0,0,0
Herald classic 250,2017,Classic,0,0,0,0,0
Vervemoto classic s 250,2017,Classic,0,0,0,0,0
Jawa-Cz 350 retro,2017,Classic,0,0,0,1,0
Norton commando 961 cafe racer mk ii,2017,Classic,1,0,1,0,0
Vervemoto classic s 125,2017,Classic,0,0,0,0,0
Herald nomad 250,2017,Classic,0,0,0,0,0
Fb Mondial hps 125 hipster,2017,Classic,0,0,0,0,0
Fb Mondial hps 250 hipster,2017,Classic,0,0,0,0,0
Ducati scrambler sixty2,2017,Classic,0,0,0,0,0
Vervemoto classic 125,2017,Classic,0,0,0,0,0
Norton commando 961 sf mk ii,2017,Classic,1,0,1,0,0
Triumph thruxton 1200 r,2017,Classic,1,0,1,0,0
Triumph thruxton 1200,2017,Classic,1,0,1,0,0
Norton commando 961 sport mk ii,2017,Classic,1,0,1,0,0
Triumph scrambler,2017,Classic,1,0,0,1,0
Norton dominator,2017,Classic,1,0,1,0,0
Ural ct,2017,Classic,1,1,0,0,0
Ural gear up,2017,Classic,1,1,0,0,0
Ural m70,2017,Classic,1,1,0,0,0
Ural patrol,2017,Classic,1,1,0,0,0
Ural pustinja ii,2017,Classic,1,1,0,0,0
Indian chief vintage,2017,Classic,1,0,0,0,0
Kikker 5150 hardknock,2017,Classic,0,0,0,0,0
Ducati scrambler cafe racer,2017,Classic,1,0,0,0,0
Husqvarna fc 250,2017,Cross / motocross,0,0,0,1,0
Husqvarna tc 125,2017,Cross / motocross,0,0,0,1,0
Husqvarna fc 350,2017,Cross / motocross,0,0,0,1,0
Pitster Pro lxr 250f mx - enduro efi,2017,Cross / motocross,0,0,0,1,0
Husqvarna fc 450,2017,Cross / motocross,0,0,0,1,0
Boss Hoss bhc-9 coupe trike,2017,Custom / cruiser,1,1,1,0,0
Boss Hoss bhc-9 gangsta trike,2017,Custom / cruiser,1,1,1,0,0
Harley-Davidson dyna fat bob,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna low rider,2017,Custom / cruiser,1,0,1,0,0
Boss Hoss bhc-9 truck trike,2017,Custom / cruiser,1,1,1,0,0
Lifan royal 250,2017,Custom / cruiser,0,0,0,0,0
Boss Hoss bhc-3 ls3,2017,Custom / cruiser,1,1,1,0,0
Indian scout,2017,Custom / cruiser,1,0,1,0,0
Boss Hoss bhc-3 ls3 ss,2017,Custom / cruiser,1,1,1,0,0
Boss Hoss bhc-9 chevy trike,2017,Custom / cruiser,1,1,1,0,0
Keeway superlight 125,2017,Custom / cruiser,0,0,0,0,0
Triumph rocket iii roadster,2017,Custom / cruiser,1,1,1,0,0
Harley-Davidson v-rod muscle,2017,Custom / cruiser,1,0,1,0,0
Hyosung st7 deluxe,2017,Custom / cruiser,1,0,1,0,0
Hyosung st7,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna wide glide,2017,Custom / cruiser,1,0,1,0,0
Keeway blackster 250,2017,Custom / cruiser,0,0,0,0,0
Hyosung gv650 pro,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson fat boy special,2017,Custom / cruiser,1,0,0,0,0
Hyosung gv250,2017,Custom / cruiser,0,0,0,0,0
Harley-Davidson freewheeler,2017,Custom / cruiser,1,0,1,0,0
Keeway superlight 125 ltd,2017,Custom / cruiser,0,0,0,0,0
Harley-Davidson street 750,2017,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster superlow,2017,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster iron 883,2017,Custom / cruiser,1,0,0,0,0
Mh street evolution 125,2017,Custom / cruiser,0,0,0,0,0
Harley-Davidson sportster forty-eight,2017,Custom / cruiser,1,0,0,0,0
Harley-Davidson sportster 1200 custom,2017,Custom / cruiser,1,0,0,0,0
Harley-Davidson softail slim s,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail slim,2017,Custom / cruiser,1,0,0,0,0
Honda rebel 500,2017,Custom / cruiser,0,0,0,0,0
Harley-Davidson softail fat boy s,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail deluxe,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson cvo pro street breakout,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail fat boy,2017,Custom / cruiser,1,0,0,0,0
Daelim daystar 250,2017,Custom / cruiser,0,0,0,0,0
Daelim daystar 125,2017,Custom / cruiser,0,0,0,0,0
Indian scout sixty,2017,Custom / cruiser,1,0,1,0,0
Suzuki intruder m1800rbz b o s s,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna low rider s,2017,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail breakout,2017,Custom / cruiser,1,0,0,0,0
Harley-Davidson dyna street bob,2017,Custom / cruiser,1,0,1,0,0
Triumph thunderbird storm,2017,Custom / cruiser,1,0,1,0,0
Victory octane,2017,Custom / cruiser,1,0,1,0,0
Husqvarna fx 450,2017,Enduro / offroad,0,0,0,1,0
Ducati scrambler desert sled,2017,Enduro / offroad,1,0,0,1,0
Ktm 690 enduro r,2017,Enduro / offroad,1,0,0,1,0
Benelli leoncino trail 500,2017,Enduro / offroad,0,0,0,1,0
Benelli leoncino 500,2017,Enduro / offroad,0,0,0,1,0
Sinnis blade 125,2017,Enduro / offroad,0,0,0,1,0
Mh ranger 125 lc,2017,Enduro / offroad,0,0,0,0,0
Fb Mondial smx 125,2017,Enduro / offroad,0,0,0,1,0
Bmw g 650 gs,2017,Enduro / offroad,1,0,0,0,0
Benelli leoncino,2017,Enduro / offroad,0,0,0,1,0
Bmw r 1200 gs adventure,2017,Enduro / offroad,1,0,1,1,0
Keeway tx 125 enduro,2017,Enduro / offroad,0,0,0,1,0
Herald terra rambler 250,2017,Enduro / offroad,0,0,0,0,0
Lifan x-pect,2017,Enduro / offroad,0,0,0,1,0
Husqvarna fx 350,2017,Enduro / offroad,0,0,0,1,0
California Scooter tt250,2017,Enduro / offroad,0,0,0,1,0
Bmw f 700 gs,2017,Enduro / offroad,1,0,0,1,0
Loncin sx1,2017,Enduro / offroad,0,0,0,1,0
Rieju marathon 125 pro,2017,Enduro / offroad,0,0,0,1,0
Bmw f 800 gs,2017,Enduro / offroad,1,0,1,1,0
Derbi terra adventure 125,2017,Enduro / offroad,0,0,0,1,0
Bmw f 800 gs adventure,2017,Enduro / offroad,1,0,1,1,0
Benelli trk 502,2017,Enduro / offroad,0,0,0,1,0
Ktm 350 exc-f six days,2017,Enduro / offroad,0,0,0,1,0
Herald rambler 250,2017,Enduro / offroad,0,0,0,0,0
Loncin sx2,2017,Enduro / offroad,0,0,0,1,0
Rokon trail-breaker,2017,Enduro / offroad,0,0,0,0,0
Ducati multistrada 1200 enduro,2017,Enduro / offroad,1,0,1,1,0
Hyosung gt250,2017,Naked bike,0,0,0,1,0
Bimota tesi 3d evo,2017,Naked bike,1,0,1,0,0
Yamaha byson fi,2017,Naked bike,0,0,0,0,0
Bimota tesi 3d 40 anniversario,2017,Naked bike,1,0,1,0,0
Bimota tesi 3d,2017,Naked bike,1,0,1,0,0
Bimota impeto,2017,Naked bike,1,0,1,0,0
Mv Agusta dragster 800 rr lh44,2017,Naked bike,1,1,1,0,0
Mv Agusta f3 675 rc,2017,Naked bike,1,1,1,0,0
Bimota db9 brivido s,2017,Naked bike,1,0,1,0,0
Bimota db9 brivido,2017,Naked bike,1,0,1,0,0
Cr&S duu,2017,Naked bike,1,0,1,0,0
Bimota db9,2017,Naked bike,1,0,1,0,0
Neander kraftrad,2017,Naked bike,1,1,1,0,0
Cr&S vun,2017,Naked bike,1,0,0,0,0
Benelli tnt 300,2017,Naked bike,0,0,0,0,0
Honda cb400a,2017,Naked bike,0,1,0,0,0
Honda cb500f,2017,Naked bike,0,0,0,0,0
Honda cb500f abs,2017,Naked bike,0,0,0,0,0
Aprilia tuono v4 1100 factory,2017,Naked bike,1,1,1,1,0
Ducati monster 821 stripe,2017,Naked bike,1,0,1,0,0
Ducati xdiavel s,2017,Naked bike,1,0,1,0,0
Yamaha mt-07 moto cage,2017,Naked bike,1,0,0,0,0
Bmw r ninet scrambler,2017,Naked bike,1,1,1,1,0
Ducati superleggera 1299,2017,Naked bike,1,0,1,1,0
Ducati monster 821,2017,Naked bike,1,0,1,0,0
Keeway rks 200,2017,Naked bike,0,0,0,0,0
Ducati xdiavel,2017,Naked bike,1,0,1,0,0
Ktm 125 duke,2017,Naked bike,0,0,0,1,0
Keeway rks 150 sport,2017,Naked bike,0,0,0,0,0
Mh nk3 125,2017,Naked bike,0,0,0,0,0
Ducati monster 797,2017,Naked bike,1,0,0,0,0
Ducati monster 1200 s,2017,Naked bike,1,0,1,0,0
Ducati monster 1200 r,2017,Naked bike,1,0,1,1,0
Vyrus 986 m2,2017,Naked bike,1,0,1,1,0
Ducati monster 1200,2017,Naked bike,1,0,1,0,0
Ktm 1290 super duke gt,2017,Naked bike,1,0,1,1,0
Ktm 1290 super duke r,2017,Naked bike,1,0,1,1,0
Benelli bn 600 i,2017,Naked bike,1,1,1,0,0
Ktm 250 duke,2017,Naked bike,0,0,0,0,0
Benelli tnt 600,2017,Naked bike,1,1,1,0,0
Ducati diavel diesel,2017,Naked bike,1,0,1,0,0
Benelli tnt 25,2017,Naked bike,0,0,0,0,0
Ducati diavel carbon,2017,Naked bike,1,0,1,0,0
Mv Agusta rivale 800,2017,Naked bike,1,1,1,1,0
Mv Agusta brutale 1090 rr,2017,Naked bike,1,1,1,1,0
Aprilia shiver sport 750 abs,2017,Naked bike,1,0,1,0,0
Ktm 390 duke,2017,Naked bike,0,0,0,1,0
Ducati diavel,2017,Naked bike,1,0,1,0,0
Mv Agusta brutale 800,2017,Naked bike,1,1,1,1,0
Triumph speed triple r,2017,Naked bike,1,1,1,1,0
Aprilia shiver 900,2017,Naked bike,1,0,1,0,0
Aprilia shiver 750 abs,2017,Naked bike,1,0,1,0,0
Ktm 690 duke,2017,Naked bike,1,0,0,1,0
Ktm 690 duke r,2017,Naked bike,1,0,0,1,0
Benelli tnt 135,2017,Naked bike,0,0,0,0,0
Benelli tnt 1130 r,2017,Naked bike,1,1,1,1,0
Aprilia tuono v4 1100 rr,2017,Naked bike,1,1,1,1,0
Harley-Davidson night rod special,2017,Naked bike,1,0,1,0,0
Triumph speed triple s,2017,Naked bike,1,1,1,1,0
Avinton originale,2017,Naked bike,1,0,1,0,0
Keeway rks 125,2017,Naked bike,0,0,0,0,0
Mv Agusta brutale 800 rr,2017,Naked bike,1,1,1,0,0
Bimota bb3,2017,Naked bike,1,1,1,1,0
Triumph street cup,2017,Naked bike,1,0,0,0,0
Triumph street scrambler,2017,Naked bike,1,0,0,0,0
Benelli bn 302,2017,Naked bike,0,0,0,0,0
Triumph street triple r,2017,Naked bike,1,1,1,0,0
Lexmoto viper 125,2017,Naked bike,0,0,0,0,0
Lexmoto venom 125 efi,2017,Naked bike,0,0,0,0,0
Harley-Davidson sportster roadster,2017,Naked bike,1,0,0,0,0
Mv Agusta dragster 800,2017,Naked bike,1,1,1,0,0
Yamaha fz25,2017,Naked bike,0,0,0,0,0
Benelli tornado tnt 125,2017,Naked bike,0,0,0,0,0
Keeway rkv 125,2017,Naked bike,0,0,0,0,0
Triumph street triple rs,2017,Naked bike,1,1,1,0,0
Mv Agusta dragster 800 rc,2017,Naked bike,1,1,1,0,0
Triumph street triple s,2017,Naked bike,1,1,1,0,0
Horex vr6 cafe racer,2017,Naked bike,1,1,1,0,0
Benelli bn 251,2017,Naked bike,0,0,0,0,0
Triumph street twin,2017,Naked bike,1,0,0,0,0
Mv Agusta dragster 800 rr,2017,Naked bike,1,1,1,0,0
Honda vtr-f 250,2017,Naked bike,0,0,0,0,0
Kymco k-pipe 125,2017,Naked bike,0,0,0,0,0
Yamaha v-ixion advance,2017,Naked bike,0,0,0,0,0
Bimota tesi 3d naked,2017,Naked bike,1,0,1,0,0
Loncin reiz,2017,Scooter,0,0,0,1,0
Keeway silverblade 250,2017,Scooter,0,0,0,0,0
Keeway zahara 125,2017,Scooter,0,0,0,0,0
Keeway kee 100,2017,Scooter,0,0,0,0,0
Keeway goccia 50,2017,Scooter,0,0,0,0,0
Yamaha x-ride,2017,Scooter,0,0,0,0,0
Aprilia srv 850,2017,Scooter,1,0,1,0,0
Yamaha ray z,2017,Scooter,0,0,0,0,0
Aprilia sr motard 50,2017,Scooter,0,0,0,0,0
Quadro 4 steinbock,2017,Scooter,0,0,0,0,0
Aprilia sr motard 125,2017,Scooter,0,0,0,0,0
Yamaha ray zr,2017,Scooter,0,0,0,0,0
Yamaha mio z,2017,Scooter,0,0,0,0,0
Yamaha mio m3 125 aks sss,2017,Scooter,0,0,0,0,0
Yamaha mio m3 125,2017,Scooter,0,0,0,0,0
Yamaha jupiter z1,2017,Scooter,0,0,0,0,0
Yamaha jupiter mx king 150,2017,Scooter,0,0,0,0,0
Bmw c 650 sport,2017,Scooter,1,0,0,0,0
Bmw c 650 gt,2017,Scooter,1,0,0,0,0
Yamaha jupiter mx 150,2017,Scooter,0,0,0,0,0
Kymco agility 125,2017,Scooter,0,0,0,0,0
Kymco agility 50,2017,Scooter,0,0,0,0,0
Kymco agility city 125i cbs,2017,Scooter,0,0,0,1,0
Kymco agility rs 50,2017,Scooter,0,0,0,0,0
Kymco city plus 50,2017,Scooter,0,0,0,0,0
Piaggio mp3 500ie business,2017,Scooter,0,0,0,0,0
Kymco compagno 110i,2017,Scooter,0,0,0,0,0
Kymco dj 50 s,2017,Scooter,0,0,0,0,0
Kymco downtown 125i abs,2017,Scooter,0,0,0,0,0
Bintelli bolt 49,2017,Scooter,0,0,0,0,0
Honda wave 110i,2017,Scooter,0,0,0,0,0
Yamaha fino 125 blue core - grande,2017,Scooter,0,0,0,0,0
Kymco downtown 300i,2017,Scooter,0,0,0,0,0
Bintelli bolt 150,2017,Scooter,0,0,0,0,0
Yamaha fino 125 blue core,2017,Scooter,0,0,0,0,0
Yamaha fascino,2017,Scooter,0,0,0,0,0
Honda vision 110,2017,Scooter,0,0,0,0,0
Yamaha soul gt,2017,Scooter,0,0,0,0,0
Yamaha soul gt aks sss,2017,Scooter,0,0,0,0,0
Kymco like 125,2017,Scooter,0,0,0,0,0
Honda super cub pro 50,2017,Scooter,0,0,0,0,0
Honda super cub pro 110,2017,Scooter,0,0,0,0,0
Kymco like 200i,2017,Scooter,0,0,0,0,0
Honda sh125i,2017,Scooter,0,0,0,0,0
Honda forza,2017,Scooter,0,0,0,0,0
Honda faze,2017,Scooter,0,0,0,0,0
Daelim b-bone,2017,Scooter,0,0,0,0,0
Honda click 125i,2017,Scooter,0,0,0,0,0
Daelim dart 125,2017,Scooter,0,0,0,0,0
Kymco people gt 300i,2017,Scooter,0,0,0,0,0
Kymco people gt 300i abs,2017,Scooter,0,0,0,0,0
Daelim s1,2017,Scooter,0,0,0,0,0
Sinnis street 50,2017,Scooter,0,0,0,0,0
Daelim steezer,2017,Scooter,0,0,0,0,0
Honda aviator,2017,Scooter,0,0,0,0,0
Honda activa i deluxe,2017,Scooter,0,0,0,0,0
Honda activa i,2017,Scooter,0,0,0,0,0
Kymco super 8 50,2017,Scooter,0,0,0,0,0
Kymco super 8 50x,2017,Scooter,0,0,0,0,0
Kymco xciting 400i abs,2017,Scooter,0,0,0,0,0
Kymco xciting 500 ri abs,2017,Scooter,0,0,0,0,0
Vespa gts 150,2017,Scooter,0,0,0,0,0
Vespa gts 300,2017,Scooter,0,0,0,0,0
Lexmoto diablo 125 efi,2017,Scooter,0,0,0,0,0
Vespa gts super 125,2017,Scooter,0,0,0,0,0
Vespa gts super 300,2017,Scooter,0,0,0,0,0
Vespa gts touring 300,2017,Scooter,0,0,0,0,0
Linhai aeolus mainstreet 300,2017,Scooter,0,0,0,0,0
Linhai aeolus passportz 50,2017,Scooter,0,0,0,0,0
Linhai aeolus prescott 50xt,2017,Scooter,0,0,0,0,0
Linhai aeolus retro 150,2017,Scooter,0,0,0,0,0
Linhai prescott 150 xt-3,2017,Scooter,0,0,0,0,0
Suzuki skydrive 125,2017,Scooter,0,0,0,0,0
Vespa gtv 300,2017,Scooter,0,0,0,0,0
Vespa px 125,2017,Scooter,0,0,0,0,0
Vespa settantesimo,2017,Scooter,0,0,0,0,0
Suzuki burgman 125,2017,Scooter,0,0,0,0,0
Sachs speedjet rs,2017,Scooter,0,0,0,0,0
Scomadi tl 125,2017,Scooter,0,0,0,0,0
Scomadi tl 200,2017,Scooter,0,0,0,0,0
Scomadi tl50,2017,Scooter,0,0,0,0,0
Gilera fuoco 500,2017,Scooter,0,0,0,0,0
Wk vs125,2017,Scooter,0,0,0,0,0
Wk vs50,2017,Scooter,0,0,0,0,0
Sinnis encanto 50,2017,Scooter,0,0,0,0,0
Sinnis shuttle 125,2017,Scooter,0,0,0,0,0
Sinnis matrix ii 125,2017,Scooter,0,0,0,0,0
Sinnis phoenix 50,2017,Scooter,0,0,0,0,0
Sinnis prime 50,2017,Scooter,0,0,0,0,0
Yamaha vity,2017,Scooter,0,0,0,0,0
Keeway target 125,2017,Scooter,0,0,0,0,0
Derbi gpr 125,2017,Sport,0,0,0,0,0
Suzuki hayabusa,2017,Sport,1,1,1,0,0
Bmw s 1000 r,2017,Sport,1,1,1,1,0
Daelim roadsport 250,2017,Sport,0,0,0,0,0
Ktm rc 125,2017,Sport,0,0,0,1,0
Honda cbr400r,2017,Sport,0,0,0,0,0
Bimota db8,2017,Sport,1,0,1,0,0
Ktm rc 250,2017,Sport,0,0,0,1,0
Honda cbr150r,2017,Sport,0,0,0,0,0
Mv Agusta f3 800,2017,Sport,1,1,1,0,0
Swm gran turismo,2017,Sport,0,0,0,0,0
Honda cb500x,2017,Sport,0,0,0,0,0
Honda rc213v-s,2017,Sport,1,1,1,1,0
Lifan kp-200,2017,Sport,0,0,0,0,0
Bimota db8 italia,2017,Sport,1,0,1,0,0
Ktm rc 200,2017,Sport,0,0,0,1,0
Ducati 959 panigale,2017,Sport,1,0,1,1,0
Keeway rks 125 sport,2017,Sport,0,0,0,0,0
Suzuki gsx-s1000 carbon edition,2017,Sport,1,1,1,0,0
Honda cbf125,2017,Sport,0,0,0,0,0
Bmw s 1000 xr,2017,Sport,1,1,1,1,0
Bimota db11,2017,Sport,1,0,1,0,0
Daelim roadsport 125,2017,Sport,0,0,0,0,0
Ducati supersport,2017,Sport,1,0,1,0,0
Bimota db8 sp,2017,Sport,1,0,1,0,0
Kymco ck1 125,2017,Sport,0,0,0,0,0
Ktm rc 390,2017,Sport,0,0,0,1,0
Lifan kpr 200,2017,Sport,0,0,0,0,0
Yamaha yzf-r1m,2017,Sport,1,1,1,1,0
Mv Agusta f3 675,2017,Sport,1,1,1,0,0
Keeway handy 150,2017,Sport,0,0,0,0,0
Aurora hellfire v8,2017,Sport,1,1,1,1,0
Bimota db5 r,2017,Sport,1,0,1,0,0
Mh street 125 ac,2017,Sport,0,0,0,0,0
Mv Agusta f4 rr,2017,Sport,1,1,1,1,0
Jawa-Cz 350 style,2017,Sport,0,0,0,1,0
Megelli sport 250r,2017,Sport,0,0,0,0,0
Suzuki gixxer sf,2017,Sport,0,0,0,0,0
Ducati 1299 panigale s anniversario,2017,Sport,1,0,1,1,0
