id,brand,model,year,category,rating,displacement_ccm,power_hp,engine_cylinder,fuel_capacity_lts,dry_weight_kg,seat_height_mm
17059,junak,805,2020,Scooter,Unknown,49.0,3.3,Single cylinder,6.0,91.0,810.0
17060,junak,806 125,2020,Scooter,Unknown,124.0,10.5,Single cylinder,6.3,114.0,810.0
17061,junak,901,2020,Sport,Unknown,49.0,3.3,Single cylinder,18.5,125.0,780.0
17062,junak,902,2020,Sport,Unknown,49.0,3.3,Single cylinder,15.0,104.0,750.0
17063,junak,904,2020,Sport,Unknown,49.0,3.8,Single cylinder,15.0,117.0,Unknown
17064,junak,905,2020,Naked bike,Unknown,49.0,3.8,Single cylinder,12.5,121.0,770.0
17065,junak,905 f,2020,Naked bike,Unknown,49.0,3.8,Single cylinder,12.5,121.0,770.0
17066,junak,e-vintage,2020,Scooter,Unknown,Unknown,Unknown,Electric,Unknown,77.0,Unknown
17067,junak,furious,2020,Sport,Unknown,49.0,4.1,Single cylinder,13.5,112.0,780.0
17068,junak,johnny 108,2020,Scooter,Unknown,49.0,2.9,Single cylinder,5.5,83.0,780.0
17069,junak,m 12 125,2020,Custom / cruiser,Unknown,124.0,9.9,Single cylinder,13.5,142.0,730.0
17071,junak,m11 125 cafe,2020,Naked bike,3.4,125.0,10.5,Twin,14.0,150.0,690.0
17072,junak,m12 vintage 125,2020,Allround,Unknown,125.0,10.5,Single cylinder,13.5,140.0,750.0
17073,junak,m14 125,2020,Allround,Unknown,125.0,10.5,Twin,15.0,155.0,690.0
17074,junak,m15 125,2020,Allround,Unknown,125.0,19.0,Twin,13.0,188.0,720.0
17075,junak,m16 125,2020,Custom / cruiser,Unknown,124.0,10.5,Twin,14.0,185.0,720.0
17076,junak,raw 50,2020,Sport,Unknown,49.0,3.1,Single cylinder,12.8,112.0,730.0
17077,junak,rsk 125,2020,Sport,Unknown,125.0,10.5,Single cylinder,13.5,141.0,760.0
17078,junak,rx one 125,2020,Sport,Unknown,125.0,10.2,Single cylinder,14.0,162.0,790.0
17079,junak,vintage 125,2020,Scooter,Unknown,124.0,11.9,Single cylinder,4.6,102.0,785.0
17080,junak,vintage 50,2020,Scooter,Unknown,49.0,3.1,Single cylinder,4.6,95.0,785.0
17081,k2o,cento 25,2011,Scooter,Unknown,124.6,12.1,Single cylinder,7.0,Unknown,790.0
17082,k2o,cento 52,2011,Scooter,Unknown,152.7,14.1,Single cylinder,7.0,Unknown,790.0
17083,kabirdass,k100la,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
17084,kabirdass,k101la,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
17085,kabirdass,k102la,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
17086,kabirdass,k103la,2011,Scooter,Unknown,Unknown,0.3,Electric,Unknown,Unknown,Unknown
17091,kasinski,comet  250 efi,2010,Naked bike,3.1,249.0,27.8,V2,17.0,160.0,795.0
17092,kasinski,comet 150,2012,Allround,Unknown,149.0,12.9,Single cylinder,18.5,134.0,Unknown
17093,kasinski,comet gtr 250 efi,2010,Sport,3.0,249.0,28.8,V2,17.0,173.0,780.0
17094,kasinski,comet gtr 650 efi,2010,Sport,3.4,647.0,89.6,V2,17.03,198.0,780.0
17095,kasinski,crz 150,2012,Enduro / offroad,3.4,149.0,13.5,Single cylinder,6.5,127.0,Unknown
17096,kasinski,crz 150 sm,2012,Super motard,3.5,149.0,13.5,Single cylinder,6.5,126.0,Unknown
17097,kasinski,mirage 150,2010,Custom / cruiser,Unknown,149.4,14.4,Single cylinder,13.0,125.0,700.0
17098,kasinski,mirage 250 efi,2010,Custom / cruiser,3.7,249.0,27.8,V2,14.0,169.0,700.0
17099,kasinski,mirage 650,2010,Custom / cruiser,3.4,647.0,80.7,V2,16.0,214.0,705.0
17100,kasinski,prima 150,2012,Scooter,Unknown,150.0,12.2,Single cylinder,8.0,106.0,Unknown
17101,kasinski,prima electric,2012,Scooter,Unknown,Unknown,2.7,Electric,Unknown,128.0,Unknown
17102,kasinski,soft 50,2012,Scooter,Unknown,49.5,3.5,Single cylinder,3.5,90.0,Unknown
17103,kasinski,win 110,2010,Scooter,Unknown,109.0,7.9,Single cylinder,3.5,90.0,Unknown
17115,kawasaki,1400 gtr,2010,Sport touring,3.6,1352.0,Unknown,In-line four,22.0,304.0,815.0
17116,kawasaki,1400 gtr,2011,Sport touring,3.7,1352.0,Unknown,In-line four,22.0,300.0,815.0
20021,ksr,zion 150,2017,Scooter,Unknown,151.0,11.7,Single cylinder,8.6,146.0,Unknown
17117,kawasaki,1400 gtr,2012,Sport touring,3.8,1352.0,152.0,In-line four,22.0,300.0,815.0
17118,kawasaki,1400 gtr,2013,Sport touring,3.4,1352.0,152.0,In-line four,22.0,Unknown,815.0
17119,kawasaki,1400 gtr,2014,Sport touring,Unknown,1352.0,152.0,In-line four,22.0,Unknown,815.0
17120,kawasaki,1400 gtr,2015,Sport touring,3.7,1352.0,155.0,In-line four,22.0,Unknown,815.0
17121,kawasaki,1400 gtr,2016,Sport touring,3.7,1352.0,155.0,In-line four,22.0,Unknown,815.0
17122,kawasaki,1400 gtr,2017,Sport touring,3.2,1352.0,155.0,In-line four,22.0,Unknown,815.0
17123,kawasaki,1400 gtr grand tourer,2011,Touring,4.1,1352.0,152.0,In-line four,22.0,278.0,815.0
17124,kawasaki,1400 gtr grand tourer,2017,Sport touring,3.7,1352.0,155.0,In-line four,22.0,Unknown,815.0
17125,kawasaki,1400gtr grand tourer,2012,Sport touring,3.6,1352.0,152.0,In-line four,22.0,300.0,815.0
17126,kawasaki,1400gtr grand tourer,2013,Sport touring,Unknown,1352.0,152.0,In-line four,22.0,300.0,815.0
17127,kawasaki,1400gtr grand tourer,2014,Sport touring,3.4,1352.0,152.0,In-line four,22.0,303.0,815.0
17134,kawasaki,250 tr,2012,Enduro / offroad,3.4,249.0,25.5,Single cylinder,6.6,146.0,775.0
17135,kawasaki,250tr,2011,Enduro / offroad,3.1,249.0,25.5,Single cylinder,6.6,146.0,775.0
17136,kawasaki,250tr,2013,Enduro / offroad,3.1,249.0,25.5,Single cylinder,6.6,146.0,775.0
17137,kawasaki,250tr,2014,Enduro / offroad,Unknown,249.0,25.5,Single cylinder,6.6,146.0,775.0
17168,kawasaki,athlete pro,2017,Allround,3.2,125.0,9.8,Single cylinder,5.3,104.0,Unknown
17170,kawasaki,bayou 250,2010,ATV,Unknown,228.0,Unknown,Single cylinder,9.84,Unknown,729.0
17171,kawasaki,bayou 250,2011,ATV,Unknown,228.0,Unknown,Single cylinder,9.84,Unknown,729.0
17172,kawasaki,bayou 250,2012,ATV,3.6,228.0,Unknown,Single cylinder,9.84,Unknown,729.0
17173,kawasaki,brute force  300,2014,ATV,Unknown,271.0,Unknown,Single cylinder,12.11,Unknown,846.0
17174,kawasaki,brute force  300,2015,ATV,3.7,271.0,Unknown,Single cylinder,12.11,Unknown,846.0
17175,kawasaki,brute force  750 4x4i,2014,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17176,kawasaki,brute force  750 4x4i,2015,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17177,kawasaki,brute force  750 4x4i,2016,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17178,kawasaki,brute force  750 4x4i eps,2014,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17179,kawasaki,brute force  750 4x4i eps,2015,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17180,kawasaki,brute force  750 4x4i eps,2018,ATV,4.0,749.0,50.0,V2,19.0,Unknown,909.0
17181,kawasaki,brute force  750 4x4i eps,2019,ATV,3.9,749.0,50.0,V2,19.0,Unknown,909.0
17182,kawasaki,brute force  750 4x4i eps camo,2014,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17183,kawasaki,brute force  750 4x4i eps camo,2015,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17184,kawasaki,brute force  750 4x4i eps camo,2016,ATV,Unknown,749.0,50.0,V2,18.93,Unknown,909.0
17185,kawasaki,brute force  750 4x4i eps camo,2017,ATV,Unknown,749.0,50.0,V2,18.93,Unknown,909.0
17186,kawasaki,brute force  750 4x4i eps camo,2018,ATV,Unknown,749.0,50.0,V2,18.93,Unknown,909.0
17187,kawasaki,brute force  750 4x4i eps camo,2019,ATV,Unknown,749.0,50.0,V2,18.93,Unknown,909.0
17188,kawasaki,brute force 300,2012,ATV,Unknown,271.0,Unknown,Single cylinder,12.11,Unknown,846.0
17189,kawasaki,brute force 300,2013,ATV,Unknown,271.0,Unknown,Single cylinder,12.11,Unknown,846.0
17190,kawasaki,brute force 300,2016,ATV,Unknown,271.0,22.0,Single cylinder,12.11,Unknown,846.0
17191,kawasaki,brute force 300,2017,ATV,2.7,271.0,22.0,Single cylinder,12.11,Unknown,846.0
17192,kawasaki,brute force 300,2018,ATV,3.6,271.0,22.0,Single cylinder,12.11,Unknown,846.0
17193,kawasaki,brute force 300,2020,ATV,Unknown,271.0,21.5,Single cylinder,12.0,Unknown,846.0
17194,kawasaki,brute force 300,2021,ATV,Unknown,271.0,21.5,Single cylinder,12.0,Unknown,845.0
17195,kawasaki,brute force 300,2022,ATV,Unknown,271.0,21.5,Single cylinder,12.0,Unknown,845.0
17197,kawasaki,brute force 650 4x4,2010,ATV,3.5,633.0,Unknown,V2,18.16,Unknown,861.0
17198,kawasaki,brute force 650 4x4,2011,ATV,3.6,633.0,Unknown,V2,18.17,Unknown,861.0
17199,kawasaki,brute force 650 4x4,2012,ATV,3.3,633.0,Unknown,V2,18.17,Unknown,861.0
17200,kawasaki,brute force 650 4x4,2013,ATV,Unknown,633.0,Unknown,V2,18.17,Unknown,861.0
17203,kawasaki,brute force 650 4x4i,2011,ATV,Unknown,633.0,Unknown,V2,20.44,Unknown,904.0
17204,kawasaki,brute force 650 4x4i,2012,ATV,Unknown,633.0,Unknown,V2,20.44,Unknown,904.0
17205,kawasaki,brute force 650 4x4i,2013,ATV,Unknown,633.0,Unknown,V2,20.44,Unknown,904.0
17206,kawasaki,brute force 650 4x4i,2016,ATV,Unknown,633.0,47.0,V2,20.44,Unknown,904.0
17207,kawasaki,brute force 650 4x4i,2017,ATV,Unknown,633.0,47.0,V2,20.44,Unknown,904.0
17210,kawasaki,brute force 750 4x4i,2010,ATV,3.2,749.0,Unknown,V2,18.92,Unknown,904.0
17211,kawasaki,brute force 750 4x4i,2011,ATV,3.8,749.0,Unknown,V2,18.93,Unknown,904.0
17212,kawasaki,brute force 750 4x4i,2012,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17213,kawasaki,brute force 750 4x4i,2013,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17214,kawasaki,brute force 750 4x4i,2018,ATV,Unknown,749.0,50.0,V2,19.0,Unknown,909.0
17215,kawasaki,brute force 750 4x4i,2019,ATV,Unknown,749.0,50.0,V2,19.0,Unknown,909.0
17216,kawasaki,brute force 750 4x4i,2022,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17218,kawasaki,brute force 750 4x4i eps,2012,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17219,kawasaki,brute force 750 4x4i eps,2013,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17220,kawasaki,brute force 750 4x4i eps,2016,ATV,Unknown,749.0,50.0,V2,18.93,Unknown,909.0
17221,kawasaki,brute force 750 4x4i eps,2017,ATV,Unknown,749.0,50.0,V2,18.93,Unknown,909.0
17222,kawasaki,brute force 750 4x4i eps,2020,ATV,Unknown,749.0,50.0,V2,19.0,Unknown,909.0
17223,kawasaki,brute force 750 4x4i eps,2021,ATV,Unknown,749.0,50.0,V2,19.0,Unknown,910.0
17224,kawasaki,brute force 750 4x4i eps camo,2012,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17225,kawasaki,brute force 750 4x4i eps camo,2013,ATV,Unknown,749.0,Unknown,V2,18.93,Unknown,909.0
17226,kawasaki,brute force 750 4x4i eps camo,2020,ATV,Unknown,749.0,50.0,V2,19.0,Unknown,909.0
20023,ktm,1050 adventure,2015,Allround,3.9,1050.0,94.0,Twin,23.0,212.0,850.0
17230,kawasaki,concours  14 abs,2014,Sport touring,3.6,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17231,kawasaki,concours  14 abs,2015,Sport touring,3.4,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17232,kawasaki,concours  14 abs,2016,Sport touring,3.4,1352.0,155.0,In-line four,21.95,Unknown,815.0
17235,kawasaki,concours 14,2010,Sport touring,3.6,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17236,kawasaki,concours 14,2011,Sport touring,3.4,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17237,kawasaki,concours 14,2021,Sport touring,3.7,1352.0,155.0,In-line four,21.95,Unknown,815.0
17238,kawasaki,concours 14,2022,Sport touring,Unknown,1352.0,155.0,In-line four,21.95,Unknown,815.0
17242,kawasaki,concours 14 abs,2010,Sport touring,3.5,1352.0,Unknown,In-line four,21.95,Unknown,815.0
20024,ktm,1050 adventure,2016,Allround,4.0,1050.0,95.0,Twin,23.0,212.0,850.0
17243,kawasaki,concours 14 abs,2011,Sport touring,3.6,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17244,kawasaki,concours 14 abs,2012,Sport touring,3.6,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17245,kawasaki,concours 14 abs,2013,Sport touring,3.7,1352.0,Unknown,In-line four,21.95,Unknown,815.0
17246,kawasaki,concours 14 abs,2017,Sport touring,3.5,1352.0,155.0,In-line four,21.95,Unknown,815.0
17247,kawasaki,concours 14 abs,2018,Sport touring,3.6,1352.0,155.0,In-line four,21.95,Unknown,815.0
17248,kawasaki,concours 14 abs,2019,Sport touring,3.6,1352.0,155.0,In-line four,21.95,Unknown,815.0
17249,kawasaki,concours 14 abs,2020,Sport touring,3.7,1352.0,155.0,In-line four,21.95,Unknown,815.0
17252,kawasaki,d-tracker,2016,Super motard,3.5,144.0,12.0,Single cylinder,6.9,120.0,840.0
17253,kawasaki,d-tracker,2017,Super motard,Unknown,144.0,12.0,Single cylinder,6.9,120.0,840.0
17254,kawasaki,d-tracker 125,2010,Super motard,3.3,125.0,Unknown,Single cylinder,7.0,114.0,805.0
17255,kawasaki,d-tracker 125,2011,Super motard,2.8,125.0,10.2,Single cylinder,7.0,114.0,805.0
17256,kawasaki,d-tracker 125,2012,Super motard,3.5,125.0,10.2,Single cylinder,7.0,114.0,805.0
17257,kawasaki,d-tracker 125,2013,Super motard,3.5,125.0,10.1,Single cylinder,7.0,113.0,805.0
17258,kawasaki,d-tracker 125,2015,Super motard,Unknown,125.0,10.3,Single cylinder,7.0,113.0,805.0
17259,kawasaki,d-tracker 150,2014,Super motard,3.3,144.0,11.7,Single cylinder,7.0,113.0,805.0
17260,kawasaki,d-tracker x,2011,Super motard,3.0,249.0,Unknown,Single cylinder,7.0,Unknown,860.0
17261,kawasaki,d-tracker x,2012,Super motard,3.1,249.0,Unknown,Single cylinder,7.0,138.0,860.0
17262,kawasaki,d-tracker x,2013,Super motard,2.7,249.0,24.1,Single cylinder,7.0,129.0,860.0
17263,kawasaki,d-tracker x,2014,Super motard,Unknown,249.0,24.1,Single cylinder,7.3,129.0,860.0
17264,kawasaki,d-tracker x,2015,Super motard,Unknown,249.0,24.1,Single cylinder,7.3,129.0,860.0
17265,kawasaki,d-tracker x,2017,Super motard,Unknown,249.0,24.1,Single cylinder,7.7,138.0,860.0
17266,kawasaki,d-tracker x final edition,2018,Super motard,Unknown,249.0,24.1,Single cylinder,7.7,138.0,860.0
17267,kawasaki,dominar 400,2020,Naked bike,Unknown,373.3,36.0,Single cylinder,13.0,Unknown,Unknown
17291,kawasaki,eliminator 125,2010,Custom / cruiser,3.8,124.0,Unknown,Single cylinder,12.86,Unknown,681.0
17310,kawasaki,er-4n,2011,Naked bike,3.1,399.0,Unknown,Twin,15.5,Unknown,785.0
17311,kawasaki,er-4n,2012,Naked bike,3.4,399.0,Unknown,Twin,15.5,Unknown,790.0
17312,kawasaki,er-4n,2013,Naked bike,Unknown,399.0,42.9,Twin,15.5,Unknown,790.0
17313,kawasaki,er-4n,2014,Naked bike,Unknown,399.0,42.9,Twin,15.5,Unknown,790.0
17314,kawasaki,er-4n abs,2011,Naked bike,Unknown,399.0,Unknown,Twin,15.5,Unknown,785.0
17315,kawasaki,er-4n abs,2013,Naked bike,Unknown,399.0,42.9,Twin,15.5,Unknown,790.0
17316,kawasaki,er-4n abs,2014,Naked bike,Unknown,399.0,42.9,Twin,15.5,Unknown,790.0
17330,kawasaki,er-6f,2010,Naked bike,4.1,649.0,71.1,Twin,15.51,Unknown,790.0
17331,kawasaki,er-6f,2011,Naked bike,4.0,649.0,71.1,Twin,15.5,Unknown,790.0
17332,kawasaki,er-6f,2012,Naked bike,4.0,649.0,71.1,Twin,15.5,Unknown,790.0
17333,kawasaki,er-6f,2013,Naked bike,3.4,649.0,71.1,V2,16.0,Unknown,805.0
17334,kawasaki,er-6f,2014,Naked bike,3.6,649.0,71.1,V2,16.0,Unknown,805.0
17335,kawasaki,er-6f,2015,Naked bike,3.8,649.0,72.0,Twin,16.0,Unknown,805.0
17336,kawasaki,er-6f,2016,Naked bike,3.6,649.0,72.0,Twin,16.0,Unknown,805.0
17337,kawasaki,er-6f,2017,Naked bike,Unknown,649.0,72.0,Twin,16.0,Unknown,805.0
17343,kawasaki,er-6n,2010,Naked bike,3.7,649.0,Unknown,Twin,15.51,Unknown,754.0
17344,kawasaki,er-6n,2011,Naked bike,3.7,649.0,Unknown,Twin,15.52,Unknown,785.0
17345,kawasaki,er-6n,2012,Naked bike,3.6,649.0,71.1,Twin,15.52,Unknown,785.0
17346,kawasaki,er-6n,2013,Naked bike,3.5,649.0,71.1,V2,16.0,Unknown,805.0
17347,kawasaki,er-6n,2014,Naked bike,3.3,649.0,71.1,V2,16.0,Unknown,805.0
17348,kawasaki,er-6n,2015,Naked bike,3.5,649.0,72.0,Twin,16.0,204.0,805.0
17349,kawasaki,er-6n,2016,Naked bike,3.8,649.0,72.0,Twin,16.0,Unknown,805.0
17350,kawasaki,er-6n,2017,Naked bike,3.2,649.0,72.0,Twin,16.0,Unknown,805.0
17352,kawasaki,er-6nl (lams) abs,2013,Naked bike,Unknown,649.0,71.1,V2,16.0,Unknown,805.0
17353,kawasaki,er-6nl (lams) abs,2015,Naked bike,3.3,649.0,52.3,Twin,16.0,Unknown,805.0
17354,kawasaki,er-6nl abs,2015,Naked bike,Unknown,649.0,52.3,Twin,16.0,Unknown,805.0
17356,kawasaki,estrella,2011,Allround,2.8,249.0,20.0,Single cylinder,Unknown,160.0,Unknown
17357,kawasaki,estrella,2013,Allround,Unknown,249.0,20.0,Single cylinder,7.0,146.0,Unknown
17358,kawasaki,estrella,2014,Allround,Unknown,249.0,20.0,Single cylinder,7.0,134.0,Unknown
17359,kawasaki,estrella,2015,Allround,Unknown,249.0,20.0,Single cylinder,13.0,Unknown,735.0
17360,kawasaki,estrella,2016,Allround,Unknown,249.0,18.0,Single cylinder,13.0,Unknown,735.0
17361,kawasaki,estrella,2017,Allround,Unknown,249.0,18.0,Single cylinder,13.0,Unknown,735.0
17362,kawasaki,estrella 250,2012,Allround,3.3,249.0,20.0,Single cylinder,7.0,160.0,Unknown
17363,kawasaki,estrella final edition,2018,Allround,Unknown,249.0,18.0,Single cylinder,13.0,Unknown,735.0
17366,kawasaki,estrella special edition,2014,Allround,Unknown,249.0,20.0,Single cylinder,7.0,148.0,Unknown
17367,kawasaki,estrella special edition,2015,Allround,Unknown,249.0,20.0,Single cylinder,13.0,Unknown,735.0
17368,kawasaki,estrella special edition,2016,Allround,Unknown,249.0,18.0,Single cylinder,13.0,Unknown,735.0
17537,kawasaki,j125,2016,Scooter,3.2,125.0,13.8,Single cylinder,13.0,Unknown,775.0
17538,kawasaki,j125,2017,Scooter,3.3,125.0,14.0,Single cylinder,13.0,Unknown,775.0
17539,kawasaki,j125,2019,Scooter,Unknown,125.0,Unknown,Single cylinder,Unknown,Unknown,775.0
17540,kawasaki,j125,2020,Scooter,Unknown,125.0,Unknown,Single cylinder,13.0,Unknown,775.0
17541,kawasaki,j125 special edition,2016,Scooter,3.4,125.0,13.8,Single cylinder,13.0,Unknown,775.0
17542,kawasaki,j125 special edition,2017,Scooter,Unknown,125.0,14.0,Single cylinder,13.0,Unknown,775.0
17543,kawasaki,j300,2014,Scooter,3.2,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17544,kawasaki,j300,2015,Scooter,2.8,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17545,kawasaki,j300,2016,Scooter,Unknown,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17546,kawasaki,j300,2017,Scooter,3.3,299.0,28.0,Single cylinder,13.0,Unknown,775.0
17547,kawasaki,j300,2019,Scooter,3.6,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17548,kawasaki,j300,2020,Scooter,Unknown,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17549,kawasaki,j300 special edition,2014,Scooter,3.3,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17550,kawasaki,j300 special edition,2015,Scooter,Unknown,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17551,kawasaki,j300 special edition,2016,Scooter,3.6,299.0,27.2,Single cylinder,13.0,Unknown,775.0
17552,kawasaki,j300 special edition,2017,Scooter,Unknown,299.0,28.0,Single cylinder,13.0,Unknown,775.0
17581,kawasaki,kfx 450r,2010,ATV,3.2,449.0,Unknown,Single cylinder,9.84,Unknown,785.0
17582,kawasaki,kfx 450r,2011,ATV,3.1,449.0,Unknown,Single cylinder,9.84,Unknown,785.0
17583,kawasaki,kfx 450r,2012,ATV,3.6,449.0,Unknown,Single cylinder,9.84,Unknown,785.0
17584,kawasaki,kfx 450r,2013,ATV,Unknown,449.0,Unknown,Single cylinder,9.84,Unknown,785.0
17585,kawasaki,kfx 450r,2014,ATV,Unknown,449.0,Unknown,Single cylinder,9.84,Unknown,785.0
17586,kawasaki,kfx 450r monster energy,2010,ATV,Unknown,449.0,Unknown,Single cylinder,9.84,Unknown,785.0
17588,kawasaki,kfx 50,2010,ATV,Unknown,49.5,Unknown,Single cylinder,5.67,Unknown,Unknown
17589,kawasaki,kfx 50,2011,ATV,3.2,49.5,Unknown,Single cylinder,5.5,Unknown,635.0
17590,kawasaki,kfx 50,2013,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,Unknown
17591,kawasaki,kfx 50,2014,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,635.0
17593,kawasaki,kfx 700,2010,ATV,3.6,697.0,Unknown,V2,12.11,Unknown,851.0
17595,kawasaki,kfx 90,2010,ATV,Unknown,89.0,Unknown,Single cylinder,5.67,Unknown,Unknown
17596,kawasaki,kfx 90,2011,ATV,Unknown,89.0,Unknown,Single cylinder,5.68,Unknown,Unknown
17597,kawasaki,kfx 90,2012,ATV,3.9,89.0,Unknown,Single cylinder,5.68,Unknown,Unknown
17598,kawasaki,kfx 90,2013,ATV,Unknown,89.0,Unknown,Single cylinder,5.68,Unknown,Unknown
17599,kawasaki,kfx 90,2014,ATV,Unknown,89.0,Unknown,Single cylinder,5.68,Unknown,650.0
17601,kawasaki,kfx50,2015,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,635.0
17602,kawasaki,kfx50,2016,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,635.0
17603,kawasaki,kfx50,2017,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,635.0
17604,kawasaki,kfx50,2020,ATV,Unknown,49.5,Unknown,Single cylinder,5.5,Unknown,635.0
17605,kawasaki,kfx50,2021,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,635.0
17606,kawasaki,kfx50,2022,ATV,Unknown,49.5,Unknown,Single cylinder,5.68,Unknown,635.0
17607,kawasaki,kfx90,2015,ATV,Unknown,89.0,Unknown,Single cylinder,5.68,Unknown,650.0
17608,kawasaki,kfx90,2016,ATV,Unknown,89.0,Unknown,Single cylinder,5.68,Unknown,650.0
17609,kawasaki,kfx90,2017,ATV,Unknown,89.0,Unknown,Single cylinder,5.68,Unknown,650.0
17610,kawasaki,kfx90,2020,ATV,Unknown,90.0,Unknown,Single cylinder,5.5,Unknown,650.0
17611,kawasaki,kfx90,2021,ATV,Unknown,90.0,Unknown,Single cylinder,5.5,Unknown,650.0
17612,kawasaki,kfx90,2022,ATV,Unknown,90.0,Unknown,Single cylinder,5.5,Unknown,650.0
17702,kawasaki,klr 650,2010,Super motard,3.7,651.0,Unknown,Single cylinder,23.08,Unknown,889.0
17703,kawasaki,klr 650,2011,Super motard,3.8,651.0,Unknown,Single cylinder,21.95,Unknown,889.0
17704,kawasaki,klr 650,2012,Super motard,3.5,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17705,kawasaki,klr 650,2013,Super motard,3.8,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17706,kawasaki,klr 650,2014,Super motard,3.6,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17707,kawasaki,klr 650,2015,Super motard,3.7,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17708,kawasaki,klr 650,2016,Super motard,3.7,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17709,kawasaki,klr 650,2017,Super motard,4.0,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17710,kawasaki,klr 650,2018,Super motard,3.0,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17711,kawasaki,klr 650,2020,Super motard,Unknown,651.0,Unknown,Single cylinder,23.09,Unknown,890.0
17712,kawasaki,klr 650,2021,Super motard,Unknown,652.0,38.2,Single cylinder,23.0,Unknown,870.0
17713,kawasaki,klr 650,2022,Super motard,Unknown,651.0,Unknown,Single cylinder,23.09,Unknown,871.0
17716,kawasaki,klr 650 adventure,2022,Super motard,Unknown,651.0,Unknown,Single cylinder,23.09,Unknown,871.0
17717,kawasaki,klr 650 camo,2016,Super motard,3.1,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17718,kawasaki,klr 650 camo,2017,Super motard,Unknown,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17719,kawasaki,klr 650 camo,2018,Super motard,3.2,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17720,kawasaki,klr 650 new edition,2014,Super motard,3.5,651.0,Unknown,Single cylinder,23.09,Unknown,889.0
17721,kawasaki,klr 650 traveller,2022,Super motard,Unknown,651.0,Unknown,Single cylinder,23.09,Unknown,871.0
17730,kawasaki,klx 110,2010,Enduro / offroad,3.5,111.0,Unknown,Single cylinder,3.78,Unknown,681.0
17731,kawasaki,klx 110,2011,"Minibike, cross",3.3,111.0,Unknown,Single cylinder,3.79,Unknown,681.0
17732,kawasaki,klx 110,2012,Enduro / offroad,3.2,111.0,Unknown,Single cylinder,3.79,Unknown,681.0
17733,kawasaki,klx 110,2013,Enduro / offroad,Unknown,111.0,Unknown,Single cylinder,3.79,Unknown,681.0
17734,kawasaki,klx 110,2014,Enduro / offroad,3.2,111.0,Unknown,Single cylinder,3.79,Unknown,681.0
17735,kawasaki,klx 110,2015,Enduro / offroad,Unknown,111.0,Unknown,Single cylinder,3.79,Unknown,681.0
17736,kawasaki,klx 110,2016,Enduro / offroad,3.0,111.0,Unknown,Single cylinder,3.79,Unknown,681.0
17737,kawasaki,klx 110,2017,Enduro / offroad,Unknown,112.0,7.3,Single cylinder,3.79,Unknown,680.0
