id,Brand,Model,Year,Category,Engine Size (cc),Power (hp),Engine Cylinder,Fuel Capacity (Lts),Weight (kg),Seat Height (mm),Power-to-Weight (hp/kg)
20144,Ktm,1290 super duke gt,2022,Naked Bike,1301,172.0,V2,23.0,208.0,835.0,0.83
20146,Ktm,1290 super duke r,2014,Naked Bike,1299,180.0,V2,18.0,189.0,835.0,0.95
20148,Ktm,1290 super duke r,2017,Naked Bike,1301,177.0,V2,18.0,195.0,835.0,0.91
20149,Ktm,1290 super duke r,2018,Naked Bike,1301,177.0,V2,18.0,195.0,835.0,0.91
20150,Ktm,1290 super duke r,2019,Naked Bike,1301,177.0,V2,18.0,195.0,835.0,0.91
20151,Ktm,1290 super duke r,2020,Naked Bike,1301,177.0,V2,16.0,189.0,835.0,0.94
20152,Ktm,1290 super duke r,2021,Naked Bike,1301,180.0,V2,16.0,189.0,835.0,0.95
20153,Ktm,1290 super duke r abs,2014,Naked Bike,1299,180.0,V2,18.0,190.0,835.0,0.95
20154,Ktm,1290 super duke r abs,2015,Naked Bike,1301,180.0,V2,18.0,189.0,835.0,0.95
20156,Ktm,1290 super duke rr,2021,Naked Bike,1301,177.0,V2,16.0,180.0,837.0,0.98
20157,Ktm,1290 superduke pp,2014,Naked Bike,1299,180.0,V2,18.0,190.0,835.0,0.95
20183,Ktm,200 duke,2012,Naked Bike,200,20.6,Single cylinder,11.0,125.0,810.0,0.16
20187,Ktm,200 duke,2016,Naked Bike,200,26.0,Single cylinder,11.0,129.5,800.0,0.2
20207,Ktm,250 duke,2016,Naked Bike,249,30.8,Single cylinder,11.0,139.0,800.0,0.22
20208,Ktm,250 duke,2017,Naked Bike,249,31.0,Single cylinder,13.4,149.0,800.0,0.21
20209,Ktm,250 duke,2018,Naked Bike,249,31.0,Single cylinder,13.4,149.0,800.0,0.21
20210,Ktm,250 duke,2019,Sport,249,29.5,Single cylinder,13.4,146.0,820.0,0.2
20388,Ktm,350 exc-f,2013,Enduro / Offroad,350,5.4,Single cylinder,9.0,108.5,970.0,0.05
20402,Ktm,350 exc-f six days,2016,Enduro / Offroad,350,45.0,Single cylinder,9.0,107.2,970.0,0.42
20403,Ktm,350 exc-f six days,2017,Enduro / Offroad,350,45.0,Single cylinder,8.5,104.5,960.0,0.43
20404,Ktm,350 exc-f six days,2018,Enduro / Offroad,350,45.0,Single cylinder,8.5,104.5,960.0,0.43
20405,Ktm,350 exc-f six days,2019,Enduro / Offroad,350,45.0,Single cylinder,8.5,104.5,960.0,0.43
20406,Ktm,350 exc-f six days,2020,Enduro / Offroad,350,45.0,Single cylinder,9.0,104.3,960.0,0.43
20407,Ktm,350 exc-f six days,2021,Enduro / Offroad,350,45.0,Single cylinder,9.0,104.3,960.0,0.43
20408,Ktm,350 exc-f six days,2022,Enduro / Offroad,350,45.0,Single cylinder,9.0,104.3,960.0,0.43
20414,Ktm,350 sx-f,2014,Cross / Motocross,350,58.1,Single cylinder,7.5,104.9,992.0,0.55
20435,Ktm,390 adventure,2020,Enduro / Offroad,373,44.0,Single cylinder,14.5,148.0,855.0,0.3
20436,Ktm,390 adventure,2021,Enduro / Offroad,373,43.0,Single cylinder,14.5,158.0,855.0,0.27
20439,Ktm,390 duke,2017,Naked Bike,373,44.0,Single cylinder,13.4,149.0,830.0,0.3
20440,Ktm,390 duke,2018,Naked Bike,373,44.0,Single cylinder,13.4,149.0,830.0,0.3
20441,Ktm,390 duke,2019,Naked Bike,373,44.0,Single cylinder,13.4,149.0,830.0,0.3
20442,Ktm,390 duke,2020,Naked Bike,373,44.0,Single cylinder,13.4,149.0,830.0,0.3
20443,Ktm,390 duke,2021,Naked Bike,373,44.0,Single cylinder,13.4,150.0,830.0,0.29
28529,Suzuki,boulevard 400,2014,Custom / Cruiser,399,32.2,V2,17.0,267.0,700.0,0.12
20529,Ktm,450 sx-f,2010,Enduro / Offroad,449,53.0,Single cylinder,8.0,104.6,985.0,0.51
20539,Ktm,450 sx-f,2020,Cross / Motocross,449,63.0,Single cylinder,7.0,100.0,950.0,0.63
20540,Ktm,450 sx-f,2021,Cross / Motocross,449,63.0,Single cylinder,7.0,100.0,950.0,0.63
20541,Ktm,450 sx-f,2022,Cross / Motocross,449,63.0,Single cylinder,7.5,100.5,950.0,0.63
20542,Ktm,450 sx-f cairoli,2020,Cross / Motocross,449,63.0,Single cylinder,7.0,100.0,950.0,0.63
20543,Ktm,450 sx-f factory,2021,Cross / Motocross,449,63.0,Single cylinder,7.0,100.5,950.0,0.63
28530,Suzuki,boulevard 400,2015,Custom / Cruiser,399,32.2,V2,17.0,267.0,700.0,0.12
20743,Ktm,690 abs duke,2014,Naked Bike,690,67.1,Single cylinder,14.0,149.5,835.0,0.45
20746,Ktm,690 duke,2010,Naked Bike,654,64.4,Single cylinder,13.5,148.5,865.0,0.43
20747,Ktm,690 duke,2011,Naked Bike,654,64.4,Single cylinder,13.5,148.5,865.0,0.43
20748,Ktm,690 duke,2012,Naked Bike,690,67.0,Single cylinder,13.5,150.0,835.0,0.45
20749,Ktm,690 duke,2013,Naked Bike,690,67.1,Single cylinder,13.8,150.0,835.0,0.45
20750,Ktm,690 duke,2016,Naked Bike,690,73.0,Single cylinder,14.0,149.5,835.0,0.49
20751,Ktm,690 duke,2017,Naked Bike,690,73.0,Single cylinder,14.0,148.5,835.0,0.49
20752,Ktm,690 duke,2018,Naked Bike,690,73.0,Single cylinder,14.0,148.5,835.0,0.49
20753,Ktm,690 duke,2019,Naked Bike,690,73.0,Single cylinder,14.0,148.5,835.0,0.49
20754,Ktm,690 duke abs,2015,Naked Bike,690,67.1,Single cylinder,14.0,149.5,835.0,0.45
20755,Ktm,690 duke r,2010,Naked Bike,690,64.4,Single cylinder,13.5,148.0,865.0,0.44
20756,Ktm,690 duke r,2011,Naked Bike,690,69.1,Single cylinder,13.5,148.0,865.0,0.47
20765,Ktm,690 enduro,2011,Enduro / Offroad,654,62.1,Single cylinder,12.0,138.5,910.0,0.45
20768,Ktm,690 enduro r,2011,Enduro / Offroad,654,62.1,Single cylinder,12.0,138.5,930.0,0.45
20769,Ktm,690 enduro r,2012,Enduro / Offroad,654,65.7,Single cylinder,12.0,142.0,935.0,0.46
20770,Ktm,690 enduro r,2013,Enduro / Offroad,690,65.7,Single cylinder,12.0,142.0,935.0,0.46
20771,Ktm,690 enduro r,2014,Enduro / Offroad,690,65.7,Single cylinder,12.0,139.0,910.0,0.47
20772,Ktm,690 enduro r,2015,Enduro / Offroad,690,67.0,Single cylinder,12.0,143.0,910.0,0.47
20773,Ktm,690 enduro r,2016,Enduro / Offroad,690,67.0,Single cylinder,12.0,143.0,910.0,0.47
20774,Ktm,690 enduro r,2017,Enduro / Offroad,690,67.0,Single cylinder,12.0,143.0,910.0,0.47
20775,Ktm,690 enduro r,2018,Enduro / Offroad,690,67.0,Single cylinder,12.0,143.0,910.0,0.47
20776,Ktm,690 enduro r,2019,Enduro / Offroad,690,67.0,Single cylinder,13.5,146.0,910.0,0.46
20777,Ktm,690 enduro r,2020,Enduro / Offroad,693,73.8,Single cylinder,13.5,146.0,910.0,0.51
20778,Ktm,690 enduro r,2021,Enduro / Offroad,693,73.8,Single cylinder,13.5,146.0,929.0,0.51
20781,Ktm,690 rally replica,2010,Enduro / Offroad,654,62.1,Single cylinder,12.0,138.5,930.0,0.45
20785,Ktm,690 smc,2011,Super Motard,654,62.1,Single cylinder,12.0,139.5,900.0,0.45
20786,Ktm,690 smc r,2012,Super Motard,690,66.0,Single cylinder,12.0,142.0,925.0,0.46
20787,Ktm,690 smc r,2013,Super Motard,690,65.7,Single cylinder,12.0,142.0,925.0,0.46
20788,Ktm,690 smc r,2014,Super Motard,690,65.7,Single cylinder,12.0,140.5,925.0,0.47
20789,Ktm,690 smc r,2016,Super Motard,690,67.0,Single cylinder,12.0,140.5,890.0,0.48
20790,Ktm,690 smc r,2017,Super Motard,690,67.0,Single cylinder,12.0,141.0,890.0,0.48
20791,Ktm,690 smc r,2018,Super Motard,690,67.0,Single cylinder,12.0,141.0,890.0,0.48
20792,Ktm,690 smc r,2019,Super Motard,690,67.0,Single cylinder,13.5,147.0,890.0,0.46
20793,Ktm,690 smc r,2020,Super Motard,693,73.8,Single cylinder,13.5,147.0,890.0,0.5
20794,Ktm,690 smc r,2021,Super Motard,693,73.8,Single cylinder,13.5,147.0,892.0,0.5
20795,Ktm,690 smc r abs,2015,Super Motard,690,67.0,Single cylinder,12.0,140.5,925.0,0.48
20799,Ktm,690 supermoto limited edition,2010,Super Motard,654,62.8,Single cylinder,13.5,154.0,880.0,0.41
20800,Ktm,690 supermoto limited edition,2011,Super Motard,654,62.8,Single cylinder,13.5,154.0,880.0,0.41
20803,Ktm,790 adventure,2019,Allround,799,93.9,Twin,20.0,189.0,850.0,0.5
20804,Ktm,790 adventure,2020,Allround,799,93.9,Twin,20.0,189.0,850.0,0.5
20805,Ktm,790 adventure r,2019,Allround,799,105.0,Twin,20.0,189.0,880.0,0.56
20806,Ktm,790 adventure r,2020,Allround,799,93.9,Twin,20.0,189.0,910.0,0.5
20808,Ktm,790 duke,2018,Naked Bike,790,105.0,Twin,14.0,169.0,825.0,0.62
20809,Ktm,790 duke,2019,Naked Bike,799,105.0,Twin,14.0,169.0,825.0,0.62
20810,Ktm,790 duke,2020,Naked Bike,799,105.0,Twin,14.0,169.0,825.0,0.62
20811,Ktm,790 duke l,2020,Naked Bike,799,93.9,Twin,14.0,169.0,825.0,0.56
20848,Ktm,890 adventure,2021,Enduro / Offroad,889,103.0,Twin,20.0,196.0,850.0,0.53
20849,Ktm,890 adventure l,2021,Enduro / Offroad,889,103.0,Twin,20.0,196.0,850.0,0.53
20850,Ktm,890 adventure r,2021,Enduro / Offroad,889,103.0,Twin,20.0,196.0,880.0,0.53
20851,Ktm,890 adventure r rally,2021,Enduro / Offroad,889,103.0,Twin,20.0,196.0,910.0,0.53
20852,Ktm,890 duke,2021,Naked Bike,889,114.0,Twin,14.0,169.0,820.0,0.67
20853,Ktm,890 duke l,2021,Naked Bike,889,93.9,Twin,14.0,169.0,820.0,0.56
20854,Ktm,890 duke r,2020,Naked Bike,890,119.0,Twin,14.0,166.0,825.0,0.72
20855,Ktm,890 duke r,2021,Naked Bike,889,119.0,Twin,14.0,166.0,834.0,0.72
28531,Suzuki,boulevard 400,2016,Custom / Cruiser,399,32.2,V2,15.0,267.0,700.0,0.12
20876,Ktm,990 adventure,2010,Enduro / Offroad,999,104.0,Twin,19.5,209.0,860.0,0.5
20877,Ktm,990 adventure,2011,Super Motard,999,104.0,V2,19.5,209.0,860.0,0.5
20878,Ktm,990 adventure,2012,Super Motard,999,113.0,Twin,19.5,209.5,880.0,0.54
20879,Ktm,990 adventure,2013,Super Motard,999,113.0,Twin,20.0,209.5,880.0,0.54
20881,Ktm,990 adventure dakar,2011,Super Motard,999,115.0,V2,19.68,209.6,861.0,0.55
20884,Ktm,990 adventure r,2010,Enduro / Offroad,999,113.0,Twin,19.5,207.0,915.0,0.55
20885,Ktm,990 adventure r,2011,Super Motard,999,113.0,V2,19.5,207.0,915.0,0.55
20886,Ktm,990 adventure r,2012,Super Motard,999,113.0,V2,19.5,207.0,905.0,0.55
20887,Ktm,990 adventure r,2013,Super Motard,999,113.0,V2,20.0,207.0,905.0,0.55
20892,Ktm,990 sm r,2013,Super Motard,999,114.0,Twin,15.0,192.0,875.0,0.59
20893,Ktm,990 sm t,2013,Super Motard,999,114.0,V2,19.0,198.0,855.0,0.58
20897,Ktm,990 super duke,2010,Naked Bike,999,118.0,Twin,18.5,186.0,850.0,0.63
20898,Ktm,990 super duke,2011,Naked Bike,999,118.0,V2,18.5,186.0,850.0,0.63
20902,Ktm,990 super duke r,2010,Naked Bike,999,130.0,Twin,18.5,185.0,850.0,0.7
20903,Ktm,990 super duke r,2012,Naked Bike,999,123.0,V2,18.5,186.0,850.0,0.66
20904,Ktm,990 super duke r,2013,Naked Bike,999,123.0,V2,18.5,186.0,850.0,0.66
20911,Ktm,990 supermoto,2010,Super Motard,999,114.0,Twin,19.0,191.0,875.0,0.6
20912,Ktm,990 supermoto,2011,Super Motard,999,114.0,V2,19.0,191.0,875.0,0.6
20914,Ktm,990 supermoto r,2010,Super Motard,999,114.0,Twin,15.0,189.0,875.0,0.6
20915,Ktm,990 supermoto r,2011,Super Motard,999,114.0,V2,15.0,189.0,875.0,0.6
20916,Ktm,990 supermoto r,2012,Super Motard,999,114.0,V2,15.0,192.0,875.0,0.59
20918,Ktm,990 supermoto t,2010,Super Motard,999,114.0,Twin,19.0,196.0,855.0,0.58
20919,Ktm,990 supermoto t,2011,Super Motard,999,114.0,V2,19.0,196.0,855.0,0.58
20920,Ktm,990 supermoto t,2012,Super Motard,999,114.0,V2,19.0,198.0,855.0,0.58
20973,Ktm,freeride 250 f,2018,Enduro / Offroad,249,20.5,Single cylinder,7.0,92.5,915.0,0.22
21029,Ktm,rc 125,2014,Sport,125,15.0,Single cylinder,10.0,135.0,820.0,0.11
21030,Ktm,rc 125,2015,Sport,125,15.0,Single cylinder,10.0,135.0,820.0,0.11
21031,Ktm,rc 125,2016,Sport,125,15.0,Single cylinder,10.0,135.0,820.0,0.11
21032,Ktm,rc 125,2017,Sport,125,15.0,Single cylinder,10.0,135.0,820.0,0.11
21033,Ktm,rc 125,2018,Sport,125,15.0,Single cylinder,10.0,135.0,820.0,0.11
21034,Ktm,rc 125,2019,Sport,125,15.0,Single cylinder,10.0,135.0,820.0,0.11
21035,Ktm,rc 125,2020,Sport,125,15.0,Single cylinder,9.5,139.0,820.0,0.11
21036,Ktm,rc 125,2022,Sport,125,15.0,Single cylinder,13.7,147.0,824.0,0.1
21037,Ktm,rc 200,2014,Sport,200,25.5,Single cylinder,4.0,137.5,820.0,0.19
21038,Ktm,rc 200,2015,Sport,200,25.0,Single cylinder,10.0,137.5,820.0,0.18
21039,Ktm,rc 200,2016,Sport,200,25.0,Single cylinder,10.0,137.5,820.0,0.18
21040,Ktm,rc 200,2017,Sport,200,25.0,Single cylinder,10.0,137.5,820.0,0.18
21041,Ktm,rc 200,2018,Sport,200,25.0,Single cylinder,10.0,137.5,820.0,0.18
21042,Ktm,rc 200,2019,Sport,200,25.5,Single cylinder,10.0,137.5,820.0,0.19
21043,Ktm,rc 250,2016,Sport,249,30.8,Single cylinder,10.0,147.0,820.0,0.21
21044,Ktm,rc 250,2017,Sport,249,31.0,Single cylinder,10.0,147.0,820.0,0.21
21045,Ktm,rc 250,2018,Sport,249,31.0,Single cylinder,10.0,147.0,820.0,0.21
21046,Ktm,rc 250,2019,Sport,249,30.9,Single cylinder,10.0,147.0,820.0,0.21
21050,Ktm,rc 390,2014,Sport,373,42.9,Single cylinder,10.0,147.0,820.0,0.29
21051,Ktm,rc 390,2015,Sport,373,44.0,Single cylinder,10.0,147.0,820.0,0.3
21052,Ktm,rc 390,2016,Sport,373,44.0,Single cylinder,10.0,147.0,820.0,0.3
21053,Ktm,rc 390,2017,Sport,373,44.0,Single cylinder,10.0,147.0,820.0,0.3
21054,Ktm,rc 390,2018,Sport,373,44.0,Single cylinder,10.0,149.0,820.0,0.3
21055,Ktm,rc 390,2019,Sport,373,44.0,Single cylinder,10.0,147.0,820.0,0.3
21056,Ktm,rc 390,2020,Sport,373,44.0,Single cylinder,9.5,149.0,820.0,0.3
21057,Ktm,rc 390,2022,Sport,373,44.0,Single cylinder,13.7,155.0,824.0,0.28
21059,Ktm,rc 8c,2022,Sport,889,126.0,Twin,16.0,140.0,820.0,0.9
21105,Kurazai,fighter 250,2022,Allround,250,16.0,Single cylinder,12.0,120.0,820.0,0.13
21106,Kurazai,razer 150,2022,Scooter,150,10.7,Single cylinder,3.5,105.0,640.0,0.1
21132,Kymco,agility 125,2016,Scooter,125,9.3,Single cylinder,4.92,107.0,787.0,0.09
21133,Kymco,agility 125,2017,Scooter,125,9.3,Single cylinder,4.92,107.0,787.0,0.09
21134,Kymco,agility 125,2019,Scooter,125,9.3,Single cylinder,4.92,107.0,787.0,0.09
21135,Kymco,agility 125,2021,Scooter,125,9.3,Single cylinder,4.92,106.0,785.0,0.09
21141,Kymco,agility 50,2016,Scooter,49,1.9,Single cylinder,3.5,92.5,800.0,0.02
21142,Kymco,agility 50,2017,Scooter,49,1.9,Single cylinder,3.5,92.5,800.0,0.02
21143,Kymco,agility 50,2019,Scooter,49,1.9,Single cylinder,4.92,92.5,787.0,0.02
21145,Kymco,agility carry,2012,Scooter,49,2.6,Single cylinder,5.0,105.5,810.0,0.02
21148,Kymco,agility city 125i cbs,2017,Scooter,125,8.9,Single cylinder,6.0,120.0,840.0,0.07
21150,Kymco,agility plus 300,2019,Scooter,276,22.9,Single cylinder,13.0,177.0,810.0,0.13
21153,Kymco,agility rs 50,2017,Scooter,50,3.4,Single cylinder,5.0,95.0,780.0,0.04
21154,Kymco,ak 550,2020,Scooter,550,52.7,Twin,15.0,226.0,785.0,0.23
21155,Kymco,ak 550,2021,Scooter,550,53.0,Twin,15.0,210.0,785.0,0.25
21156,Kymco,ak 550 55th,2019,Scooter,550,53.0,Twin,14.5,210.0,785.0,0.25
21174,Kymco,city 50,2012,Scooter,50,3.5,Single cylinder,6.0,108.0,840.0,0.03
21175,Kymco,city plus 50,2017,Scooter,49,3.8,Single cylinder,7.0,108.0,760.0,0.04
21176,Kymco,ck1 125,2016,Sport,125,10.3,Single cylinder,13.5,122.0,780.0,0.08
21177,Kymco,ck1 125,2017,Sport,125,10.3,Single cylinder,13.5,122.0,780.0,0.08
21179,Kymco,compagno 110i,2016,Scooter,112,9.6,Single cylinder,5.49,89.8,737.0,0.11
21180,Kymco,compagno 110i,2017,Scooter,112,9.6,Single cylinder,5.49,89.8,737.0,0.11
21198,Kymco,dj 50 s,2016,Scooter,49,3.2,Single cylinder,5.0,105.0,780.0,0.03
21199,Kymco,dj 50 s,2017,Scooter,50,3.2,Single cylinder,5.0,105.0,780.0,0.03
21201,Kymco,djs50,2012,Scooter,50,3.8,Single cylinder,6.0,98.0,810.0,0.04
21203,Kymco,downtown,2010,Scooter,125,15.2,Single cylinder,12.5,107.0,775.0,0.14
21204,Kymco,downtown 125i abs,2017,Scooter,125,14.8,Single cylinder,12.5,167.0,775.0,0.09
21205,Kymco,downtown 200,2010,Scooter,205,21.1,Single cylinder,12.6,166.0,775.0,0.13
21206,Kymco,downtown 200i,2012,Scooter,205,10.9,Single cylinder,12.49,166.5,775.0,0.07
21207,Kymco,downtown 200i,2013,Scooter,205,10.9,Single cylinder,12.49,166.5,775.0,0.07
21208,Kymco,downtown 300i,2011,Scooter,299,29.5,Single cylinder,12.6,166.0,775.0,0.18
21209,Kymco,downtown 300i,2012,Scooter,299,29.5,Single cylinder,12.6,166.0,775.0,0.18
21210,Kymco,downtown 300i,2013,Scooter,299,29.5,Single cylinder,12.6,166.0,775.0,0.18
21211,Kymco,downtown 300i,2016,Scooter,299,29.5,Single cylinder,12.6,166.0,775.0,0.18
21212,Kymco,downtown 300i,2017,Scooter,299,29.5,Single cylinder,12.6,166.0,775.0,0.18
21213,Kymco,downtown 350i tcs,2020,Scooter,321,30.0,Single cylinder,12.5,173.0,810.0,0.17
21217,Kymco,g-dink 125i,2012,Scooter,125,11.5,Single cylinder,9.0,140.0,760.0,0.08
21218,Kymco,g-dink 300i,2012,Scooter,271,17.4,Single cylinder,9.0,140.0,760.0,0.12
21247,Kymco,jetix 125,2010,Scooter,124,7.8,Single cylinder,6.8,101.0,790.0,0.08
21248,Kymco,jetix 150,2010,Scooter,149,8.0,Single cylinder,6.8,102.0,790.0,0.08
21250,Kymco,jetix 50,2010,Scooter,49,1.5,Single cylinder,6.8,99.0,790.0,0.02
21253,Kymco,k-pipe 125,2016,Naked Bike,124,8.0,Single cylinder,4.54,119.8,787.0,0.07
21254,Kymco,k-pipe 125,2017,Naked Bike,124,8.0,Single cylinder,4.54,119.8,787.0,0.07
21255,Kymco,k-pipe 125,2019,Naked Bike,125,8.0,Single cylinder,4.54,110.9,838.0,0.07
21256,Kymco,k-pipe 125,2021,Naked Bike,124,6.7,Single cylinder,4.54,107.0,780.0,0.06
21258,Kymco,k-xct 125,2012,Scooter,125,15.0,Single cylinder,12.5,162.5,810.0,0.09
21264,Kymco,like 125,2017,Scooter,125,9.4,Single cylinder,8.0,110.0,775.0,0.09
21265,Kymco,like 125i,2013,Scooter,125,9.4,Single cylinder,8.0,110.0,775.0,0.09
21266,Kymco,like 150i,2019,Scooter,150,13.5,Single cylinder,6.81,119.8,790.0,0.11
21274,Kymco,like 50,2013,Scooter,49,1.5,Single cylinder,5.0,99.8,780.0,0.02
21275,Kymco,like 50 2t,2012,Scooter,49,1.5,Single cylinder,5.0,99.8,780.0,0.02
21276,Kymco,like 50 2t lx,2012,Scooter,49,1.5,Single cylinder,5.0,99.8,780.0,0.02
21277,Kymco,like 50 4t,2010,Scooter,49,3.8,Single cylinder,7.0,101.0,780.0,0.04
21278,Kymco,like 50 lx,2013,Scooter,49,1.5,Single cylinder,5.0,99.8,780.0,0.02
21284,Kymco,maxxer 450i,2010,Atv,443,33.0,Single cylinder,15.0,270.0,855.0,0.12
21285,Kymco,maxxer 450i,2012,Atv,443,33.0,Single cylinder,15.0,270.0,855.0,0.12
21286,Kymco,maxxer 450i,2013,Atv,443,33.0,Single cylinder,15.0,270.0,855.0,0.12
21287,Kymco,maxxer 450i,2021,Atv,443,31.5,Single cylinder,15.0,274.0,855.0,0.11
21289,Kymco,maxxer 50,2010,Atv,49,3.9,Single cylinder,6.8,100.0,630.0,0.04
21292,Kymco,mongoose 300,2010,Atv,270,18.3,Single cylinder,12.87,177.8,813.0,0.1
21293,Kymco,mongoose 300,2012,Atv,270,18.3,Single cylinder,12.87,178.0,813.0,0.1
21294,Kymco,mongoose 300,2013,Atv,270,18.3,Single cylinder,12.87,178.0,813.0,0.1
21295,Kymco,mongoose 70,2012,Atv,69,5.3,Single cylinder,5.3,105.2,660.0,0.05
21296,Kymco,mongoose 70,2013,Atv,69,5.3,Single cylinder,5.3,105.2,660.0,0.05
21297,Kymco,mongoose 90,2010,Atv,89,6.3,Single cylinder,5.3,105.2,660.0,0.06
21298,Kymco,mongoose 90,2012,Atv,89,6.3,Single cylinder,5.3,105.2,660.0,0.06
21299,Kymco,mongoose 90,2013,Atv,89,6.3,Single cylinder,5.3,105.2,660.0,0.06
21312,Kymco,mxu 150,2012,Atv,151,11.0,Single cylinder,8.1,174.0,749.0,0.06
21313,Kymco,mxu 150,2013,Atv,151,11.0,Single cylinder,8.1,174.0,749.0,0.06
21315,Kymco,mxu 150 rl,2017,Atv,151,11.0,Single cylinder,9.0,175.0,750.0,0.06
21319,Kymco,mxu 300,2013,Atv,270,18.3,Single cylinder,12.49,216.8,808.0,0.08
21320,Kymco,mxu 300 r,2012,Atv,270,18.8,Single cylinder,15.0,215.0,810.0,0.09
21321,Kymco,mxu 300 r,2017,Atv,271,19.4,Single cylinder,14.0,241.0,810.0,0.08
21322,Kymco,mxu 300 rl,2011,Atv,367,18.8,Single cylinder,15.0,215.0,810.0,0.09
21323,Kymco,mxu 300 shaft drive,2012,Atv,270,18.3,Single cylinder,12.49,216.8,808.0,0.08
21324,Kymco,mxu 375i,2013,Atv,367,26.0,Single cylinder,14.99,274.9,810.0,0.09
21325,Kymco,mxu 375i 4x4 irs,2012,Atv,367,26.0,Single cylinder,14.99,274.9,810.0,0.09
21328,Kymco,mxu 450i,2013,Atv,443,33.0,Single cylinder,17.79,275.8,808.0,0.12
21329,Kymco,mxu 450i irs,2012,Atv,443,33.0,Single cylinder,17.79,275.8,808.0,0.12
21330,Kymco,mxu 450i le,2013,Atv,443,33.0,Single cylinder,17.79,275.8,808.0,0.12
21333,Kymco,mxu 500,2010,Atv,498,18.0,Single cylinder,17.0,306.0,848.0,0.06
21334,Kymco,mxu 500,2013,Atv,498,18.0,Single cylinder,17.0,306.0,848.0,0.06
21335,Kymco,mxu 500 4x4 irs,2012,Atv,498,18.0,Single cylinder,17.0,306.0,848.0,0.06
21336,Kymco,mxu 500 irs,2017,Atv,498,20.0,Single cylinder,19.0,324.0,840.0,0.06
21340,Kymco,mxu 500i le,2013,Atv,498,47.6,Single cylinder,17.0,305.0,890.0,0.16
21341,Kymco,mxu 700i,2013,Atv,695,45.0,Single cylinder,16.65,356.5,890.0,0.13
21343,Kymco,mxu 700i le,2013,Atv,695,45.0,Single cylinder,17.0,305.0,890.0,0.15
21345,Kymco,mxu500i dx,2012,Atv,498,47.6,Single cylinder,17.0,305.0,890.0,0.16
21347,Kymco,myroad 700i,2012,Scooter,700,59.0,Twin,15.0,265.0,780.0,0.22
21374,Kymco,people gt 300i,2016,Scooter,299,29.5,Single cylinder,9.08,165.1,810.0,0.18
21375,Kymco,people gt 300i,2017,Scooter,299,29.5,Single cylinder,9.08,165.1,810.0,0.18
21376,Kymco,people gt 300i abs,2017,Scooter,299,29.5,Single cylinder,9.0,165.0,810.0,0.18
21377,Kymco,people one 125,2013,Scooter,125,9.4,Single cylinder,6.0,120.0,760.0,0.08
21384,Kymco,people s 300i,2019,Scooter,290,27.0,Single cylinder,9.0,165.0,810.0,0.16
21389,Kymco,people s150,2021,Scooter,150,13.5,Single cylinder,9.0,130.0,800.0,0.1
21395,Kymco,pulsar 125,2012,Sport,124,10.1,Single cylinder,16.0,117.0,780.0,0.09
21396,Kymco,pulsar 125,2013,Sport,124,10.7,Single cylinder,16.0,115.0,780.0,0.09
21397,Kymco,pulsar 125 lx,2012,Sport,124,10.1,Single cylinder,16.0,117.0,780.0,0.09
21400,Kymco,pulsar lx 125,2011,Sport,124,10.1,Single cylinder,16.0,117.0,755.0,0.09
21402,Kymco,quannon 125,2016,Sport,124,13.0,Single cylinder,13.5,137.0,800.0,0.09
21406,Kymco,quannon naked 125,2010,Naked Bike,124,12.9,Single cylinder,13.5,132.0,800.0,0.1
21407,Kymco,quannon naked 125,2016,Naked Bike,124,13.0,Single cylinder,13.5,132.0,800.0,0.1
21410,Kymco,rs 125,2012,Scooter,124,9.3,Single cylinder,3.5,108.0,800.0,0.09
21411,Kymco,rs 50,2012,Scooter,49,3.5,Single cylinder,3.5,95.0,780.0,0.04
21417,Kymco,spade 150,2019,Allround,149,12.5,Single cylinder,6.06,112.8,711.0,0.11
21418,Kymco,spade 150i,2021,Allround,149,12.0,Single cylinder,6.06,115.5,711.0,0.1
21423,Kymco,sting 50,2010,Scooter,49,1.5,Single cylinder,5.3,97.1,828.0,0.02
21448,Kymco,super 8 150r,2016,Scooter,151,10.3,Single cylinder,4.92,107.0,787.0,0.1
21451,Kymco,super 8 150x,2019,Scooter,151,10.5,Single cylinder,4.92,105.5,787.0,0.1
21452,Kymco,super 8 150x,2021,Scooter,151,10.5,Single cylinder,4.92,105.5,800.0,0.1
21453,Kymco,super 8 50,2010,Scooter,49,1.5,Single cylinder,5.0,105.9,787.0,0.01
21454,Kymco,super 8 50,2013,Scooter,49,1.5,Single cylinder,5.0,105.7,787.0,0.01
21455,Kymco,super 8 50,2017,Scooter,50,3.4,Single cylinder,6.0,108.0,780.0,0.03
21456,Kymco,super 8 50 2t,2012,Scooter,49,1.5,Single cylinder,5.0,105.9,787.0,0.01
21457,Kymco,super 8 50 4t,2012,Scooter,49,3.4,Single cylinder,5.0,108.0,780.0,0.03
21458,Kymco,super 8 50r,2016,Scooter,49,1.9,Single cylinder,5.0,95.5,780.0,0.02
21459,Kymco,super 8 50x,2016,Scooter,49,1.9,Single cylinder,4.92,95.5,780.0,0.02
21460,Kymco,super 8 50x,2017,Scooter,49,1.9,Single cylinder,4.92,95.5,780.0,0.02
21461,Kymco,super 8 50x,2019,Scooter,49,1.9,Single cylinder,4.92,95.5,780.0,0.02
