id,Brand,Model,Year,Category,Engine Size (cc),Power (hp),Engine Cylinder,Fuel Capacity (Lts),Weight (kg),Seat Height (mm),Power-to-Weight (hp/kg)
21480,Kymco,venox 250i,2016,Custom / Cruiser,252,21.8,V2,14.0,175.0,725.0,0.12
21483,Kymco,venox carb 250 e2,2010,Custom / Cruiser,249,27.5,V2,14.0,175.0,725.0,0.16
21492,Kymco,x-town 300i,2019,Scooter,276,23.0,Single cylinder,12.49,180.6,780.0,0.13
21493,Kymco,x-town 300i,2020,Scooter,276,24.1,Single cylinder,12.5,181.0,800.0,0.13
21494,Kymco,x-town 300i,2021,Scooter,276,24.1,Single cylinder,12.5,185.0,800.0,0.13
21495,Kymco,x-town city 125,2019,Scooter,125,14.8,Single cylinder,10.5,167.0,765.0,0.09
21499,Kymco,xciting 400,2012,Scooter,398,34.8,Single cylinder,12.0,210.0,768.0,0.17
21500,Kymco,xciting 400i,2013,Scooter,398,35.5,Single cylinder,12.0,210.0,768.0,0.17
21501,Kymco,xciting 400i abs,2017,Scooter,399,35.5,Single cylinder,12.5,209.0,795.0,0.17
21506,Kymco,xciting 500 ri abs,2017,Scooter,498,37.8,Single cylinder,12.79,209.6,768.0,0.18
21508,Kymco,xciting 500i abs,2016,Scooter,498,37.8,Single cylinder,12.79,209.6,768.0,0.18
21515,Kymco,xciting s400i,2020,Scooter,400,35.5,Single cylinder,12.5,195.0,810.0,0.18
21539,Kymco,zing ii 125,2012,Custom / Cruiser,124,11.5,Single cylinder,14.0,152.0,680.0,0.08
21540,Kymco,zing ii 125,2013,Custom / Cruiser,124,11.5,Single cylinder,14.0,152.0,680.0,0.08
21541,Kymco,zing ii 125 e3,2010,Custom / Cruiser,124,11.5,Single cylinder,14.0,152.0,680.0,0.08
21628,Lambretta,ln125,2012,Scooter,125,8.7,Single cylinder,6.0,111.0,800.0,0.08
21629,Lambretta,ln125,2013,Scooter,125,8.7,Single cylinder,6.0,111.0,800.0,0.08
21630,Lambretta,ln151,2012,Scooter,151,10.3,Single cylinder,6.0,111.0,800.0,0.09
21631,Lambretta,ln151,2013,Scooter,151,10.3,Single cylinder,6.0,111.0,800.0,0.09
21632,Lambretta,lt 50,2013,Scooter,49,4.8,Single cylinder,6.0,87.0,750.0,0.06
21672,Lambretta,v125 special,2018,Scooter,125,10.1,Single cylinder,6.5,86.2,770.0,0.12
21673,Lambretta,v125 special,2019,Scooter,125,10.1,Single cylinder,6.0,86.2,800.0,0.12
21674,Lambretta,v125 special,2020,Scooter,125,10.1,Single cylinder,6.0,86.2,800.0,0.12
21675,Lambretta,v125 special,2022,Scooter,125,11.3,Single cylinder,6.0,86.2,800.0,0.13
21676,Lambretta,v125 special fix,2021,Scooter,125,10.1,Single cylinder,6.0,86.2,800.0,0.12
21677,Lambretta,v125 special flex,2018,Scooter,125,10.1,Single cylinder,6.5,86.2,770.0,0.12
21678,Lambretta,v125 special flex,2021,Scooter,125,10.1,Single cylinder,6.5,86.2,770.0,0.12
21679,Lambretta,v125 special pirelli edition,2019,Scooter,125,10.1,Single cylinder,6.0,86.2,800.0,0.12
21680,Lambretta,v125 special pirelli edition,2021,Scooter,125,10.1,Single cylinder,6.0,95.0,800.0,0.11
21681,Lambretta,v200 special,2018,Scooter,169,11.9,Single cylinder,6.5,86.2,770.0,0.14
21682,Lambretta,v200 special,2022,Scooter,169,12.1,Single cylinder,6.0,86.2,800.0,0.14
21683,Lambretta,v200 special fix,2021,Scooter,169,11.9,Single cylinder,6.5,86.2,770.0,0.14
21684,Lambretta,v200 special flex,2018,Scooter,169,11.9,Single cylinder,6.5,86.2,770.0,0.14
21685,Lambretta,v200 special flex,2019,Scooter,169,11.8,Single cylinder,6.5,86.2,800.0,0.14
21686,Lambretta,v200 special flex,2020,Scooter,168,11.8,Single cylinder,6.5,86.2,800.0,0.14
21687,Lambretta,v200 special flex,2021,Scooter,169,11.8,Single cylinder,6.5,86.2,800.0,0.14
21688,Lambretta,v50 special,2018,Scooter,50,3.5,Single cylinder,6.5,86.2,770.0,0.04
21689,Lambretta,v50 special,2019,Scooter,50,3.5,Single cylinder,6.5,86.2,770.0,0.04
21690,Lambretta,v50 special,2020,Scooter,50,3.5,Single cylinder,6.5,86.2,770.0,0.04
21691,Lambretta,v50 special,2022,Scooter,50,3.0,Single cylinder,6.5,86.2,770.0,0.03
21692,Lambretta,v50 special fix,2021,Scooter,50,3.5,Single cylinder,6.5,86.2,770.0,0.04
21693,Lambretta,v50 special flex,2018,Scooter,50,3.5,Single cylinder,6.5,86.2,770.0,0.04
21694,Lambretta,v50 special flex,2021,Scooter,50,3.5,Single cylinder,6.5,86.2,770.0,0.04
21842,Lem,four x motard,2019,"Minibike, Cross",107,7.0,Single cylinder,2.0,61.6,670.0,0.11
21864,Lem,rx 150 racing,2011,Enduro / Offroad,150,13.5,Single cylinder,2.01,60.0,729.0,0.22
21866,Lem,rx 65 racing,2011,Enduro / Offroad,65,17.4,Single cylinder,2.01,56.3,729.0,0.31
21870,Lem,rx2 racing,2011,"Minibike, Cross",50,12.6,Single cylinder,2.01,41.0,605.0,0.31
21872,Lem,rx3 racing,2011,"Minibike, Cross",50,12.8,Single cylinder,2.01,42.0,675.0,0.3
21882,Leonart,daytona 125 x,2021,Custom / Cruiser,125,12.1,Twin,14.0,180.0,660.0,0.07
21907,Lexmoto,aspire 125,2016,Naked Bike,125,9.8,Single cylinder,13.0,110.0,770.0,0.09
21909,Lexmoto,assault 125,2016,Naked Bike,125,10.7,Single cylinder,14.5,117.0,780.0,0.09
21911,Lexmoto,dart 125,2016,Scooter,125,8.3,Single cylinder,4.8,99.0,760.0,0.08
21912,Lexmoto,diablo 125,2016,Scooter,125,8.9,Single cylinder,6.0,106.0,810.0,0.08
21913,Lexmoto,diablo 125 efi,2017,Scooter,125,8.9,Single cylinder,6.0,106.0,810.0,0.08
21917,Lexmoto,fm 50,2016,Scooter,50,2.9,Single cylinder,4.5,85.0,830.0,0.03
21919,Lexmoto,fmr 50,2016,Scooter,50,3.5,Single cylinder,4.5,86.0,830.0,0.04
21920,Lexmoto,fms 125,2016,Scooter,125,7.6,Single cylinder,6.4,115.0,730.0,0.07
21921,Lexmoto,fmx 125,2016,Scooter,125,7.4,Single cylinder,4.6,111.0,750.0,0.07
21922,Lexmoto,hawk 125,2018,Sport,125,9.4,Single cylinder,14.0,135.0,810.0,0.07
21924,Lexmoto,isca 125,2019,Allround,124,10.7,Single cylinder,13.0,130.0,780.0,0.08
21928,Lexmoto,matador 125,2016,Scooter,125,8.3,Single cylinder,6.0,109.0,780.0,0.08
21929,Lexmoto,michigan 125,2016,Allround,125,9.9,Single cylinder,13.5,140.0,680.0,0.07
21935,Lexmoto,ranger 125,2014,Custom / Cruiser,124,7.5,Single cylinder,13.0,136.0,720.0,0.06
21938,Lexmoto,scout 49,2016,Scooter,50,3.5,Single cylinder,6.5,79.0,740.0,0.04
21941,Lexmoto,tempest gt 125,2021,Allround,125,9.7,Single cylinder,13.0,126.0,780.0,0.08
21943,Lexmoto,valencia 50,2016,Scooter,50,3.0,Single cylinder,4.0,88.0,780.0,0.03
21946,Lexmoto,venom 125,2016,Naked Bike,125,11.4,Single cylinder,14.0,134.0,770.0,0.09
21947,Lexmoto,venom 125 efi,2017,Naked Bike,125,11.4,Single cylinder,14.0,134.0,770.0,0.09
21948,Lexmoto,venom se 125,2016,Naked Bike,125,11.4,Single cylinder,14.0,134.0,770.0,0.09
21949,Lexmoto,verona 125,2016,Scooter,125,8.5,Single cylinder,5.0,98.0,830.0,0.09
21950,Lexmoto,vienna 125,2016,Scooter,125,7.4,Single cylinder,6.0,102.0,780.0,0.07
21952,Lexmoto,viper 125,2017,Naked Bike,125,11.4,Single cylinder,14.0,134.0,770.0,0.09
21956,Lexmoto,zsb 125,2016,Allround,125,10.6,Single cylinder,13.0,124.5,740.0,0.09
21958,Lexmoto,zsf 125,2016,Naked Bike,125,9.8,Single cylinder,13.0,125.0,760.0,0.08
21959,Lexmoto,zsx 125,2016,Sport,125,10.5,Single cylinder,18.0,125.0,780.0,0.08
21964,Lifan,ares 110,2020,Scooter,107,7.0,Single cylinder,3.7,96.0,750.0,0.07
21965,Lifan,blink,2020,Scooter,124,9.0,Single cylinder,5.0,107.0,758.0,0.08
21966,Lifan,bws125,2020,Scooter,125,8.1,Single cylinder,5.5,115.0,790.0,0.07
21968,Lifan,camel 125,2020,Allround,124,11.5,Single cylinder,11.0,122.0,750.0,0.09
21969,Lifan,camel 150,2020,Sport,149,12.3,Single cylinder,12.0,122.0,785.0,0.1
21970,Lifan,ccr150,2020,Sport,158,12.1,Single cylinder,13.0,132.0,765.0,0.09
21972,Lifan,csiii,2020,Allround,149,11.5,Single cylinder,11.0,120.0,770.0,0.1
21973,Lifan,ct-ray,2020,Scooter,125,8.7,Single cylinder,6.0,115.0,730.0,0.08
21975,Lifan,cub-adv,2020,Scooter,120,8.1,Single cylinder,3.7,105.0,780.0,0.08
21976,Lifan,custom v250,2020,Custom / Cruiser,249,18.1,Twin,12.8,152.0,670.0,0.12
21981,Lifan,em150l,2020,Sport,149,12.7,Single cylinder,15.0,128.0,780.0,0.1
21983,Lifan,glow 100,2020,Allround,97,6.7,Single cylinder,15.0,120.0,730.0,0.06
21986,Lifan,homas 150,2020,Allround,158,12.1,Single cylinder,13.0,138.0,765.0,0.09
21989,Lifan,hunter 150,2020,Sport,149,11.5,Single cylinder,12.5,120.0,785.0,0.1
21992,Lifan,hurricane,2018,Scooter,149,8.5,Single cylinder,5.3,109.8,762.0,0.08
21993,Lifan,jojo 110,2020,Scooter,109,7.0,Single cylinder,3.0,107.0,780.0,0.07
21994,Lifan,k19,2020,Custom / Cruiser,149,13.4,Single cylinder,14.0,160.0,710.0,0.08
21995,Lifan,kp mini,2017,Super Motard,149,12.2,Single cylinder,5.3,109.8,729.0,0.11
21996,Lifan,kp mini,2020,Super Motard,149,13.0,Single cylinder,5.3,109.8,729.0,0.12
21997,Lifan,kp-200,2017,Sport,198,17.0,Single cylinder,14.0,144.7,775.0,0.12
21998,Lifan,kp-200,2020,Sport,198,17.0,Single cylinder,14.0,144.7,775.0,0.12
21999,Lifan,kp150,2020,Sport,149,13.1,Single cylinder,15.0,138.0,775.0,0.09
22000,Lifan,kp150f,2020,Sport,149,12.7,Single cylinder,15.0,134.0,775.0,0.09
22003,Lifan,kp350,2020,Naked Bike,350,26.8,Twin,15.0,187.0,790.0,0.14
22004,Lifan,kpm 200,2020,Sport,198,17.0,Single cylinder,12.87,151.1,780.0,0.11
22005,Lifan,kpm 200,2021,Sport,198,17.0,Single cylinder,12.87,151.1,780.0,0.11
22006,Lifan,kpm-200,2020,Sport,198,17.0,Single cylinder,14.0,144.7,775.0,0.12
22007,Lifan,kpmini 150,2020,"Minibike, Sport",149,12.7,Single cylinder,5.5,110.0,730.0,0.12
22008,Lifan,kpr 200,2017,Sport,198,17.0,Single cylinder,14.0,149.7,775.0,0.11
22009,Lifan,kpr 200,2020,Sport,198,17.0,Single cylinder,14.0,149.7,775.0,0.11
22010,Lifan,kpr150,2020,Sport,158,14.1,Single cylinder,14.0,150.0,775.0,0.09
22012,Lifan,kps200,2020,Naked Bike,198,16.8,Single cylinder,14.0,150.0,775.0,0.11
22015,Lifan,kpv150,2020,Scooter,149,12.1,Single cylinder,11.0,143.0,760.0,0.08
22025,Lifan,lf125-10k,2012,Sport,124,11.0,Single cylinder,12.0,130.0,770.0,0.08
22026,Lifan,lf125-3 cross,2012,Allround,124,11.0,Single cylinder,10.5,105.0,730.0,0.1
22028,Lifan,lf125-9a,2012,Sport,124,11.4,Single cylinder,10.5,108.0,770.0,0.11
22029,Lifan,lf150-13h,2012,Sport,149,11.5,Single cylinder,21.0,128.0,780.0,0.09
22030,Lifan,lf150-2,2012,Enduro / Offroad,149,11.0,Single cylinder,13.5,120.0,770.0,0.09
22031,Lifan,lf150-sj ii,2012,Sport,149,11.0,Single cylinder,13.0,117.0,770.0,0.09
22046,Lifan,pk110f,2020,Scooter,109,8.1,Single cylinder,3.7,100.0,770.0,0.08
22047,Lifan,pk125m,2020,Scooter,125,8.9,Single cylinder,3.5,101.0,770.0,0.09
22048,Lifan,pks110,2020,Scooter,107,7.0,Single cylinder,3.5,100.0,770.0,0.07
22051,Lifan,road bar 150,2020,Sport,158,12.1,Single cylinder,14.5,128.0,780.0,0.09
22053,Lifan,royal 250,2017,Custom / Cruiser,249,18.4,V2,14.0,152.0,671.0,0.12
22058,Lifan,ss3,2020,Sport,149,12.3,Single cylinder,12.0,150.0,775.0,0.08
22061,Lifan,v16,2020,Allround,249,18.8,V2,14.0,165.0,700.0,0.11
22063,Lifan,x-pect,2017,Enduro / Offroad,197,14.0,Single cylinder,9.84,129.7,831.0,0.11
22064,Lifan,x-pect,2020,Enduro / Offroad,197,14.0,Single cylinder,9.84,129.7,831.0,0.11
22065,Lifan,x-pect 200,2020,Enduro / Offroad,197,16.1,Single cylinder,10.0,129.0,831.0,0.12
22093,Linhai,aeolus denali 125 fx,2017,Super Motard,124,8.5,Single cylinder,7.95,98.9,780.0,0.09
22095,Linhai,aeolus mainstreet 300,2017,Scooter,275,18.7,Single cylinder,12.11,167.8,739.0,0.11
22096,Linhai,aeolus passportz 50,2017,Scooter,50,2.9,Single cylinder,6.43,78.0,739.0,0.04
22098,Linhai,aeolus prescott 50xt,2017,Scooter,49,2.7,Single cylinder,6.02,88.0,770.0,0.03
22099,Linhai,aeolus retro 150,2017,Scooter,148,8.7,Single cylinder,9.46,135.2,709.0,0.06
22143,Linhai,prescott 150 xt-3,2017,Scooter,149,8.5,Single cylinder,6.06,91.6,724.0,0.09
22181,Lml,star 150 2s,2013,Scooter,149,7.8,Single cylinder,5.5,109.0,820.0,0.07
22184,Lml,star 4s 125 prestige,2012,Scooter,125,7.8,Single cylinder,5.5,122.0,820.0,0.06
22185,Lml,star 4s 125 vintage,2012,Scooter,125,7.8,Single cylinder,5.5,120.0,820.0,0.06
22186,Lml,star bicolor vintage,2012,Scooter,125,7.8,Single cylinder,5.5,121.0,820.0,0.06
22188,Lml,star gt,2012,Scooter,125,7.8,Single cylinder,5.5,119.0,820.0,0.07
22190,Lml,star rs,2012,Scooter,125,7.8,Single cylinder,5.5,119.0,820.0,0.07
22191,Lml,star urban,2012,Scooter,125,7.8,Single cylinder,5.5,119.0,820.0,0.07
22202,Loncin,cr4,2018,Naked Bike,223,17.7,Single cylinder,12.0,139.0,800.0,0.13
22203,Loncin,cr5,2016,Naked Bike,180,14.1,Single cylinder,12.0,125.0,780.0,0.11
22204,Loncin,cr6,2018,Naked Bike,292,29.0,Single cylinder,12.0,140.0,780.0,0.21
22205,Loncin,gp200,2017,Sport,197,16.7,Single cylinder,16.0,140.0,780.0,0.12
22206,Loncin,gp250,2017,Sport,223,17.7,Single cylinder,12.0,125.0,780.0,0.14
22207,Loncin,gp300,2018,Sport,292,29.0,Single cylinder,12.0,153.0,780.0,0.19
22208,Loncin,jl150-23 hesion,2013,Custom / Cruiser,149,11.4,Single cylinder,13.0,120.0,680.0,0.1
22209,Loncin,jl150-58 cr1,2013,Naked Bike,150,11.4,Single cylinder,15.0,125.0,770.0,0.09
22210,Loncin,jl200gy-2c ranger,2013,Super Motard,193,14.7,Single cylinder,8.0,130.0,840.0,0.11
22211,Loncin,jl250gy rover,2013,Super Motard,223,16.1,Single cylinder,10.0,138.0,860.0,0.12
22216,Loncin,lx110atv-m panther,2013,Atv,107,7.4,Single cylinder,7.8,124.0,660.0,0.06
22217,Loncin,lx125-2i mars,2013,Allround,124,10.1,Single cylinder,11.0,107.0,780.0,0.09
22218,Loncin,lx125-71a city star l,2013,Allround,125,10.7,Single cylinder,11.0,115.0,790.0,0.09
22219,Loncin,lx150-30 spitzer,2013,Sport,150,11.4,Single cylinder,16.0,125.0,780.0,0.09
22220,Loncin,lx150-30a spitzer nk,2013,Naked Bike,150,11.4,Single cylinder,16.0,120.0,780.0,0.1
22221,Loncin,lx150-58 yorobo,2013,Custom / Cruiser,150,11.4,Single cylinder,15.5,125.0,735.0,0.09
22222,Loncin,lx150-70c comanche,2013,Sport,149,11.4,Single cylinder,16.0,130.0,790.0,0.09
22223,Loncin,lx150t-7ii falcon iv,2013,Scooter,150,9.4,Single cylinder,6.0,110.0,760.0,0.09
22224,Loncin,lx175-21 cr5,2013,Naked Bike,181,14.1,Single cylinder,12.0,126.0,780.0,0.11
22225,Loncin,lx200atv-m storm,2013,Atv,176,12.1,Single cylinder,12.0,208.0,760.0,0.06
22226,Loncin,lx200atv-s bull,2013,Atv,176,12.1,Single cylinder,10.0,178.0,710.0,0.07
22227,Loncin,lx200zh,2013,Allround,193,14.7,Single cylinder,13.0,138.0,860.0,0.11
22228,Loncin,lx250atv-f leopard,2013,Atv,230,14.8,Single cylinder,12.0,220.0,810.0,0.07
22229,Loncin,lx50atv-2 kitten,2013,Atv,49,2.7,Single cylinder,3.0,74.0,540.0,0.04
22230,Loncin,reiz,2017,Scooter,107,7.4,Single cylinder,3.5,150.0,910.0,0.05
22231,Loncin,sk 110,2013,Allround,107,7.4,Single cylinder,12.4,105.0,770.0,0.07
22232,Loncin,sx1,2017,Enduro / Offroad,150,17.7,Single cylinder,9.0,150.0,910.0,0.12
22233,Loncin,sx2,2017,Enduro / Offroad,223,17.7,Single cylinder,9.0,150.0,910.0,0.12
22234,Loncin,th125,2013,Scooter,125,11.8,Single cylinder,7.0,128.0,790.0,0.09
22269,Macbor,eight mile,2022,Allround,124,9.5,Single cylinder,12.5,112.0,800.0,0.08
22270,Macbor,eight mile 500 scrambler,2022,Allround,471,46.9,Twin,18.0,175.0,820.0,0.27
22271,Macbor,eight mile 500 street,2022,Allround,471,46.9,Twin,18.0,175.0,790.0,0.27
22274,Macbor,fun 125 plus,2022,Allround,125,10.5,Single cylinder,13.0,125.0,786.0,0.08
22278,Macbor,johnny be good,2022,Custom / Cruiser,124,9.5,Single cylinder,14.5,112.0,770.0,0.08
22279,Macbor,lord martin,2022,Allround,124,9.5,Single cylinder,14.5,112.0,770.0,0.08
22285,Macbor,montana xr5 500,2022,Sport Touring,471,46.9,Twin,20.0,178.0,840.0,0.26
22289,Macbor,rockster 125,2022,Custom / Cruiser,125,10.5,Single cylinder,13.5,130.0,730.0,0.08
22294,Macbor,rockster flat 125,2022,Custom / Cruiser,125,10.5,Single cylinder,13.5,127.0,730.0,0.08
22296,Macbor,shifter mc1,2022,Naked Bike,125,10.5,Single cylinder,15.0,126.0,760.0,0.08
22298,Macbor,stormer r,2022,Sport,125,10.5,Single cylinder,18.0,125.0,763.0,0.08
22491,Malaguti,blog 125 i.e.,2010,Scooter,124,12.0,Single cylinder,9.0,138.0,770.0,0.09
22495,Malaguti,centro 125 i.e.,2010,Scooter,125,13.5,Single cylinder,8.2,124.0,785.0,0.11
22497,Malaguti,centro 160 i.e.,2010,Scooter,154,13.5,Single cylinder,8.2,124.0,785.0,0.11
22562,Malaguti,madison 3 250 i.e.,2010,Scooter,244,22.1,Single cylinder,8.5,158.0,795.0,0.14
22578,Malaguti,password 250,2010,Scooter,250,21.0,Single cylinder,9.2,162.0,779.0,0.13
22609,Malaguti,spidermax gt500,2010,Scooter,459,39.5,Single cylinder,14.5,204.0,760.0,0.19
22611,Malaguti,spidermax rs500,2010,Scooter,493,40.9,Single cylinder,14.5,204.0,760.0,0.2
22612,Malaguti,spidermax rs500,2016,Scooter,493,40.4,Single cylinder,14.5,204.0,760.0,0.2
22615,Malaguti,x3m enduro 125,2010,Super Motard,125,10.2,Single cylinder,9.0,113.0,860.0,0.09
22616,Malaguti,x3m motard 125,2010,Super Motard,125,10.2,Single cylinder,9.0,114.0,830.0,0.09
22682,Mash,125 brown edition,2019,Allround,124,11.6,Single cylinder,14.0,110.0,780.0,0.11
22685,Mash,black 7,2017,Allround,125,11.0,Single cylinder,14.0,112.0,780.0,0.1
22686,Mash,black seven 125,2019,Allround,124,11.0,Single cylinder,14.0,110.0,780.0,0.1
22687,Mash,black seven 250,2019,Allround,249,18.0,Single cylinder,14.0,128.0,780.0,0.14
22688,Mash,cafe racer 125,2016,Allround,125,11.0,Single cylinder,12.0,112.0,780.0,0.1
22689,Mash,cafe racer 125,2019,Allround,125,11.0,Single cylinder,12.0,112.0,780.0,0.1
22690,Mash,cafe racer 250 black edition,2016,Allround,249,20.0,Single cylinder,14.0,130.0,780.0,0.15
22692,Mash,city 125 e4,2019,Scooter,125,7.4,Single cylinder,6.2,112.0,810.0,0.07
22693,Mash,city 125 e4,2020,Scooter,125,7.4,Single cylinder,6.2,112.0,810.0,0.07
22694,Mash,city 50,2021,Scooter,50,2.8,Single cylinder,4.7,112.0,740.0,0.02
22696,Mash,dirt 650 black,2020,Allround,647,40.0,Single cylinder,13.0,163.0,780.0,0.25
22697,Mash,dirt track 125,2018,Allround,124,11.6,Single cylinder,12.0,112.0,810.0,0.1
22698,Mash,dirt track 125,2019,Allround,124,11.6,Single cylinder,12.0,112.0,810.0,0.1
22699,Mash,dirt track 250,2019,Allround,249,20.0,Single cylinder,14.0,130.0,780.0,0.15
22704,Mash,falcone,2019,Allround,124,11.6,Single cylinder,13.5,127.0,780.0,0.09
22705,Mash,family side 400,2019,Allround,397,27.0,Single cylinder,13.0,230.0,780.0,0.12
22706,Mash,fifty 50,2019,Allround,50,2.8,Single cylinder,12.0,85.0,780.0,0.03
22710,Mash,force 400,2019,Allround,397,27.4,Single cylinder,13.0,163.0,820.0,0.17
22711,Mash,force 400,2020,Allround,397,27.4,Single cylinder,13.0,163.0,820.0,0.17
22714,Mash,rock 125,2019,Scooter,124,14.8,Single cylinder,13.5,136.0,780.0,0.11
22715,Mash,scrambler 125,2016,Allround,125,11.0,Single cylinder,14.0,112.0,780.0,0.1
22716,Mash,scrambler 400,2016,Allround,397,27.6,Single cylinder,13.0,151.0,790.0,0.18
22717,Mash,scrambler 400,2019,Allround,397,27.6,Single cylinder,13.0,160.0,790.0,0.17
22718,Mash,scrambler 400,2020,Allround,397,27.6,Single cylinder,13.0,160.0,790.0,0.17
22719,Mash,seventy 125,2016,Allround,125,11.0,Single cylinder,12.0,110.0,780.0,0.1
22721,Mash,seventy five 125,2016,Allround,125,11.0,Single cylinder,14.0,110.0,780.0,0.1
22722,Mash,seventy five 125,2019,Allround,124,16.0,Single cylinder,14.0,110.0,780.0,0.15
22725,Mash,two fifty,2016,Allround,249,20.0,Single cylinder,14.0,130.0,780.0,0.15
22726,Mash,two fifty,2019,Allround,249,18.0,Single cylinder,14.0,141.0,780.0,0.13
22809,Mbk,booster 13-inch naked,2012,Scooter,49,3.2,Single cylinder,5.3,75.0,768.0,0.04
22847,Mbk,oceo 125,2012,Scooter,125,12.3,Single cylinder,8.0,159.0,785.0,0.08
22880,Mbk,x-over,2010,Sport,125,9.0,Single cylinder,6.0,121.0,790.0,0.07
22885,Mbk,x-power,2012,Sport,50,2.7,Single cylinder,7.0,114.2,790.0,0.02
22890,Megelli,motard 250m,2016,Super Motard,250,27.0,Single cylinder,6.7,124.0,820.0,0.22
22891,Megelli,motard 250m,2021,Super Motard,250,27.0,Single cylinder,6.7,124.0,820.0,0.22
22894,Megelli,naked 250s,2016,Naked Bike,250,27.0,Single cylinder,12.0,135.0,765.0,0.2
22895,Megelli,naked 250s,2020,Naked Bike,250,27.0,Single cylinder,12.0,135.0,765.0,0.2
22896,Megelli,naked 250s,2021,Naked Bike,250,27.0,Single cylinder,7.0,136.0,765.0,0.2
22902,Megelli,sport 250 r,2020,Sport,250,27.0,Single cylinder,7.0,137.0,765.0,0.2
22904,Megelli,sport 250r,2016,Sport,250,27.0,Single cylinder,7.0,137.0,765.0,0.2
22905,Megelli,sport 250r,2017,Sport,250,27.0,Single cylinder,7.0,137.0,765.0,0.2
22906,Megelli,sport 250r,2021,Sport,250,27.0,Single cylinder,7.0,137.0,765.0,0.2
22934,Mgb,transport moped,2013,Allround,49,3.1,Single cylinder,6.0,143.0,810.0,0.02
22935,Mh,bogga 125,2018,Allround,125,9.4,Single cylinder,18.0,130.0,780.0,0.07
22936,Mh,bogga 125,2021,Allround,125,9.4,Single cylinder,18.0,130.0,780.0,0.07
22937,Mh,bogga rocker  125,2021,Allround,125,10.6,Single cylinder,12.0,130.0,800.0,0.08
22939,Mh,nk3 125,2017,Naked Bike,125,11.0,Single cylinder,18.0,134.0,810.0,0.08
22940,Mh,nkr 125,2021,Naked Bike,125,11.0,Single cylinder,16.0,118.0,777.0,0.09
22941,Mh,nkz 125,2018,Naked Bike,125,11.0,Single cylinder,18.0,118.0,777.0,0.09
22942,Mh,nkz 125,2021,Naked Bike,125,11.0,Single cylinder,18.0,118.0,777.0,0.09
22943,Mh,ranger 125 lc,2017,Enduro / Offroad,125,12.0,Single cylinder,17.0,127.0,810.0,0.09
22944,Mh,revenge 125,2018,Sport,125,11.0,Single cylinder,20.0,118.0,778.0,0.09
22945,Mh,revenge 125,2021,Sport,125,11.0,Single cylinder,20.0,118.0,778.0,0.09
22946,Mh,revenge bravo edition 125,2021,Sport,125,11.0,Single cylinder,20.0,118.0,778.0,0.09
22947,Mh,ryk 125,2021,Enduro / Offroad,125,15.0,Single cylinder,6.5,135.0,930.0,0.11
22948,Mh,ryx  sm 125,2022,Super Motard,125,15.0,Single cylinder,6.5,135.0,890.0,0.11
22949,Mh,ryx 125,2022,Enduro / Offroad,125,15.0,Single cylinder,6.5,135.0,930.0,0.11
22951,Mh,street 125 ac,2017,Sport,125,11.0,Single cylinder,17.0,125.0,810.0,0.09
22952,Mh,street evolution 125,2017,Custom / Cruiser,125,11.0,Single cylinder,17.0,120.0,810.0,0.09
22953,Mh,street evolution 125,2018,Sport,125,11.0,Single cylinder,18.0,118.0,760.0,0.09
22954,Mh,street evolution 125,2021,Sport,125,11.0,Single cylinder,18.0,118.0,760.0,0.09
22957,Mh,wyn 125,2018,Super Motard,125,11.0,Single cylinder,14.5,118.0,782.0,0.09
22958,Mh,wyn 125,2021,Super Motard,125,11.0,Single cylinder,14.5,118.0,782.0,0.09
22959,Mh,x 125,2018,Enduro / Offroad,125,11.2,Single cylinder,7.2,132.0,890.0,0.08
22960,Mh,x 125,2021,Enduro / Offroad,125,11.2,Single cylinder,7.2,132.0,890.0,0.08
22961,Mh,x 125,2022,Enduro / Offroad,125,11.2,Single cylinder,7.2,132.0,890.0,0.08
22997,Mikilon,m96-250s,2011,Enduro / Offroad,249,16.8,Single cylinder,7.2,98.0,790.0,0.17
23013,Mitt,125 gp limited,2020,Sport,125,11.4,Single cylinder,13.5,159.0,760.0,0.07
23014,Mitt,125 gp-2,2020,Sport,124,11.8,Single cylinder,10.0,155.0,760.0,0.08
23015,Mitt,125 gt-max,2022,Scooter,125,10.9,Single cylinder,12.0,145.0,805.0,0.08
23017,Mitt,125 mb custom,2022,Custom / Cruiser,125,11.4,Twin,16.5,155.0,680.0,0.07
23018,Mitt,125 pk,2020,Sport,125,10.1,Single cylinder,12.0,102.0,760.0,0.1
23019,Mitt,125 pk max,2020,Sport,125,9.1,Single cylinder,13.5,135.0,780.0,0.07
23022,Mitt,125 tk,2020,Sport,124,12.7,Single cylinder,12.5,135.0,820.0,0.09
23024,Mitt,220 atv,2020,Atv,176,12.1,Single cylinder,9.0,180.0,760.0,0.07
23026,Mitt,400 mb,2020,Custom / Cruiser,389,34.9,Twin,19.5,188.0,680.0,0.19
23027,Mitt,440 mb,2021,Custom / Cruiser,389,35.0,Twin,19.5,188.0,680.0,0.19
23028,Mitt,440 mb custom,2022,Custom / Cruiser,389,35.0,Twin,19.5,188.0,680.0,0.19
23029,Mitt,50 rt,2020,Scooter,50,3.4,Single cylinder,5.5,132.0,760.0,0.03
23141,Moto Guzzi,1200 sport 4v,2010,Naked Bike,1151,103.0,V2,23.0,240.0,800.0,0.43
